customer_id,signup_date,age_group,location,customer_segment
CUST_02874,2024-11-05,26-35,US,SMB
CUST_02875,2024-04-22,46-55,LATAM,Enterprise
CUST_02876,2024-12-18,36-45,APAC,SMB
CUST_02877,2024-04-15,55+,LATAM,Startup
CUST_02878,2023-12-19,26-35,LATAM,SMB
CUST_02879,2023-02-09,36-45,US,Startup
CUST_02880,2023-10-01,55+,LATAM,Enterprise
CUST_02881,2023-12-03,26-35,EU,Startup
CUST_02882,2024-10-16,46-55,US,SMB
CUST_02883,2023-06-20,36-45,APAC,Startup
CUST_02884,2023-12-27,46-55,LATAM,Enterprise
CUST_02885,2024-07-22,55+,EU,Enterprise
CUST_02886,2023-09-09,26-35,EU,Startup
CUST_02887,2023-04-21,46-55,EU,SMB
CUST_02888,2024-09-30,26-35,APAC,Enterprise
CUST_02889,2024-07-18,18-25,US,Enterprise
CUST_02890,2023-07-04,36-45,LATAM,SMB
CUST_02891,2023-01-31,55+,US,Enterprise
CUST_02892,2023-09-14,18-25,LATAM,SMB
CUST_02893,2024-08-17,18-25,APAC,Startup
CUST_02894,2024-06-10,55+,EU,Enterprise
CUST_02895,2024-03-24,36-45,EU,Enterprise
CUST_02896,2023-02-19,36-45,LATAM,SMB
CUST_02897,2024-03-25,55+,APAC,Enterprise
CUST_02898,2023-11-10,46-55,APAC,SMB
CUST_02899,2023-09-15,36-45,EU,SMB
CUST_02900,2024-12-24,46-55,APAC,Enterprise
CUST_02901,2023-07-28,46-55,APAC,SMB
CUST_02902,2024-12-29,46-55,EU,Startup
CUST_02903,2023-06-27,36-45,LATAM,Enterprise
CUST_02904,2024-02-29,46-55,US,Startup
CUST_02905,2024-09-11,36-45,LATAM,Startup
CUST_02906,2024-06-27,26-35,LATAM,SMB
CUST_02907,2024-06-21,26-35,APAC,Startup
CUST_02908,2024-07-14,55+,APAC,SMB
CUST_02909,2023-04-19,26-35,US,SMB
CUST_02910,2024-06-10,18-25,LATAM,Enterprise
CUST_02911,2023-03-17,36-45,US,Enterprise
CUST_02912,2023-12-12,46-55,LATAM,Enterprise
CUST_02913,2024-11-22,55+,US,Startup
CUST_02914,2023-12-01,36-45,US,Startup
CUST_02915,2023-12-26,55+,EU,SMB
CUST_02916,2023-05-01,26-35,APAC,Enterprise
CUST_02917,2023-11-27,55+,APAC,SMB
CUST_02918,2023-03-07,36-45,US,Startup
CUST_02919,2023-03-08,36-45,US,Startup
CUST_02920,2023-05-16,26-35,US,SMB
CUST_02921,2023-10-16,46-55,EU,Enterprise
CUST_02922,2023-11-25,55+,APAC,Startup
CUST_02923,2024-07-29,46-55,APAC,SMB
CUST_02924,2023-04-22,26-35,LATAM,Startup
CUST_02925,2024-11-20,46-55,EU,Startup
CUST_02926,2024-02-04,18-25,US,SMB
CUST_02927,2024-03-13,55+,LATAM,SMB
CUST_02928,2024-08-11,46-55,LATAM,Enterprise
CUST_02929,2024-07-29,18-25,EU,Startup
CUST_02930,2024-05-06,36-45,APAC,Startup
CUST_02931,2023-07-18,18-25,EU,Enterprise
CUST_02932,2024-10-31,46-55,APAC,Enterprise
CUST_02933,2023-02-05,18-25,APAC,Startup
CUST_02934,2024-12-14,36-45,US,Enterprise
CUST_02935,2024-06-15,18-25,LATAM,Startup
CUST_02936,2023-10-29,18-25,LATAM,SMB
CUST_02937,2023-01-29,46-55,US,Startup
CUST_02938,2023-02-16,36-45,EU,Enterprise
CUST_02939,2024-12-04,36-45,LATAM,Startup
CUST_02940,2023-03-07,26-35,LATAM,Enterprise
CUST_02941,2024-05-14,26-35,LATAM,Startup
CUST_02942,2023-06-23,18-25,LATAM,SMB
CUST_02943,2024-04-22,18-25,APAC,SMB
CUST_02944,2023-07-18,36-45,US,Startup
CUST_02945,2023-10-20,26-35,APAC,Enterprise
CUST_02946,2023-12-08,36-45,US,Startup
CUST_02947,2023-04-05,46-55,US,Startup
CUST_02948,2023-06-02,18-25,LATAM,SMB
CUST_02949,2024-10-05,36-45,LATAM,Startup
CUST_02950,2024-12-01,26-35,APAC,Enterprise
CUST_02951,2024-03-06,55+,US,Enterprise
CUST_02952,2023-08-20,36-45,US,Startup
CUST_02953,2024-04-10,26-35,EU,SMB
CUST_02954,2023-03-30,46-55,APAC,Enterprise
CUST_02955,2023-10-26,18-25,EU,SMB
CUST_02956,2023-07-16,46-55,US,Startup
CUST_02957,2024-08-05,46-55,LATAM,SMB
CUST_02958,2024-07-15,36-45,APAC,Startup
CUST_02959,2024-08-24,18-25,US,SMB
CUST_02960,2023-12-22,46-55,US,Enterprise
CUST_02961,2023-10-10,18-25,APAC,Startup
CUST_02962,2023-07-04,36-45,LATAM,SMB
CUST_02963,2023-11-20,26-35,EU,Enterprise
CUST_02964,2023-06-11,18-25,US,Enterprise
CUST_02965,2023-09-30,46-55,LATAM,Startup
CUST_02966,2024-03-01,18-25,EU,Enterprise
CUST_02967,2024-09-02,26-35,US,SMB
CUST_02968,2023-11-01,36-45,LATAM,SMB
CUST_02969,2023-05-27,55+,LATAM,Startup
CUST_02970,2023-10-24,18-25,US,Startup
CUST_02971,2023-10-17,55+,APAC,Enterprise
CUST_02972,2023-01-05,36-45,EU,Enterprise
CUST_02973,2023-07-29,55+,LATAM,SMB
CUST_02974,2023-08-09,36-45,US,SMB
CUST_02975,2024-11-21,36-45,LATAM,Enterprise
CUST_02976,2024-07-05,46-55,US,SMB
CUST_02977,2024-11-06,18-25,US,Enterprise
CUST_02978,2023-11-22,46-55,EU,SMB
CUST_02979,2024-09-28,55+,US,Enterprise
CUST_02980,2023-08-03,46-55,EU,SMB
CUST_02981,2023-01-31,36-45,APAC,Startup
CUST_02982,2023-04-07,36-45,US,SMB
CUST_02983,2023-05-21,46-55,LATAM,Startup
CUST_02984,2023-12-16,36-45,US,Startup
CUST_02985,2024-03-24,26-35,LATAM,Startup
CUST_02986,2023-12-21,26-35,US,SMB
CUST_02987,2024-04-10,46-55,US,Startup
CUST_02988,2024-02-25,55+,EU,SMB
CUST_02989,2024-03-27,36-45,EU,Startup
CUST_02990,2024-05-11,18-25,EU,Startup
CUST_02991,2023-12-26,36-45,LATAM,Startup
CUST_02992,2023-05-19,26-35,US,SMB
CUST_02993,2024-06-27,26-35,LATAM,Enterprise
CUST_02994,2024-11-27,55+,EU,Enterprise
CUST_02995,2024-11-08,18-25,EU,Startup
CUST_02996,2024-12-09,46-55,EU,Enterprise
CUST_02997,2024-05-21,55+,US,SMB
CUST_02998,2023-05-26,55+,LATAM,Enterprise
CUST_02999,2023-08-23,18-25,US,Startup
CUST_03000,2023-08-08,36-45,LATAM,Enterprise
CUST_03001,2024-01-08,26-35,LATAM,Startup
CUST_03002,2024-06-12,55+,US,SMB
CUST_03003,2024-11-23,55+,EU,Enterprise
CUST_03004,2024-11-18,18-25,US,Enterprise
CUST_03005,2024-02-15,36-45,EU,SMB
CUST_03006,2024-03-27,55+,US,SMB
CUST_03007,2023-09-13,36-45,LATAM,Startup
CUST_03008,2023-04-09,36-45,APAC,Startup
CUST_03009,2024-01-26,26-35,EU,SMB
CUST_03010,2024-07-04,55+,EU,SMB
CUST_03011,2023-12-09,18-25,EU,Enterprise
CUST_03012,2023-04-08,46-55,LATAM,Enterprise
CUST_03013,2023-12-20,36-45,EU,SMB
CUST_03014,2024-08-21,46-55,US,SMB
CUST_03015,2024-12-15,36-45,US,Startup
CUST_03016,2024-11-16,36-45,EU,SMB
CUST_03017,2023-07-16,46-55,LATAM,Enterprise
CUST_03018,2023-03-24,55+,EU,Enterprise
CUST_03019,2024-05-22,26-35,LATAM,Startup
CUST_03020,2023-03-16,18-25,LATAM,Enterprise
CUST_03021,2023-06-23,55+,APAC,Startup
CUST_03022,2024-10-26,26-35,EU,Enterprise
CUST_03023,2023-12-21,18-25,APAC,SMB
CUST_03024,2023-10-02,18-25,US,Enterprise
CUST_03025,2024-02-13,18-25,LATAM,Startup
CUST_03026,2024-06-23,36-45,APAC,Startup
CUST_03027,2023-06-16,26-35,LATAM,Enterprise
CUST_03028,2024-08-09,18-25,US,Startup
CUST_03029,2024-12-19,26-35,APAC,Startup
CUST_03030,2023-09-01,26-35,EU,SMB
CUST_03031,2024-06-07,36-45,US,Startup
CUST_03032,2024-07-12,36-45,APAC,SMB
CUST_03033,2024-09-14,55+,US,SMB
CUST_03034,2023-12-08,26-35,EU,SMB
CUST_03035,2024-01-12,46-55,LATAM,SMB
CUST_03036,2023-04-30,36-45,EU,Enterprise
CUST_03037,2024-12-20,26-35,LATAM,Enterprise
CUST_03038,2024-05-21,18-25,EU,Startup
CUST_03039,2023-05-30,26-35,US,SMB
CUST_03040,2024-04-30,26-35,EU,SMB
CUST_03041,2024-08-02,26-35,APAC,Enterprise
CUST_03042,2024-08-09,55+,EU,Startup
CUST_03043,2024-04-11,55+,APAC,SMB
CUST_03044,2024-04-22,46-55,APAC,SMB
CUST_03045,2023-06-15,46-55,US,Startup
CUST_03046,2024-03-23,46-55,APAC,SMB
CUST_03047,2023-11-18,36-45,APAC,SMB
CUST_03048,2023-10-26,26-35,EU,Startup
CUST_03049,2023-07-31,55+,LATAM,Enterprise
CUST_03050,2023-02-01,26-35,EU,SMB
CUST_03051,2024-11-25,36-45,EU,SMB
CUST_03052,2024-06-12,46-55,EU,Enterprise
CUST_03053,2023-02-04,55+,APAC,Startup
CUST_03054,2023-03-08,46-55,EU,SMB
CUST_03055,2023-01-06,18-25,LATAM,Startup
CUST_03056,2023-07-24,46-55,APAC,SMB
CUST_03057,2023-02-09,36-45,APAC,SMB
CUST_03058,2024-02-16,18-25,LATAM,SMB
CUST_03059,2024-06-12,36-45,LATAM,Startup
CUST_03060,2023-05-05,55+,APAC,SMB
CUST_03061,2023-07-31,46-55,US,Enterprise
CUST_03062,2023-10-10,46-55,US,Startup
CUST_03063,2023-01-11,26-35,LATAM,SMB
CUST_03064,2023-03-11,46-55,LATAM,Startup
CUST_03065,2023-09-12,46-55,EU,Enterprise
CUST_03066,2024-04-17,18-25,LATAM,Startup
CUST_03067,2024-02-28,18-25,US,Enterprise
CUST_03068,2023-10-13,46-55,APAC,Startup
CUST_03069,2024-04-01,55+,US,Enterprise
CUST_03070,2024-07-09,26-35,EU,Startup
CUST_03071,2024-04-26,26-35,EU,Enterprise
CUST_03072,2024-11-12,26-35,US,Startup
CUST_03073,2023-11-23,26-35,EU,Startup
CUST_03074,2024-08-25,55+,EU,Enterprise
CUST_03075,2023-08-11,26-35,LATAM,Startup
CUST_03076,2023-01-19,46-55,APAC,Enterprise
CUST_03077,2023-03-22,26-35,LATAM,Startup
CUST_03078,2024-12-16,46-55,LATAM,Startup
CUST_03079,2024-02-11,36-45,LATAM,SMB
CUST_03080,2023-08-27,55+,LATAM,Startup
CUST_03081,2023-04-18,26-35,EU,Startup
CUST_03082,2023-05-31,55+,LATAM,SMB
CUST_03083,2023-01-31,18-25,EU,Startup
CUST_03084,2024-06-26,18-25,EU,Enterprise
CUST_03085,2024-05-08,46-55,APAC,Enterprise
CUST_03086,2024-10-25,18-25,LATAM,Enterprise
CUST_03087,2024-03-03,26-35,LATAM,Enterprise
CUST_03088,2023-11-15,36-45,LATAM,Enterprise
CUST_03089,2024-11-10,18-25,LATAM,Startup
CUST_03090,2023-01-10,55+,APAC,Enterprise
CUST_03091,2023-12-13,36-45,EU,SMB
CUST_03092,2024-12-19,36-45,US,Enterprise
CUST_03093,2023-02-27,55+,US,Enterprise
CUST_03094,2023-05-08,55+,APAC,Enterprise
CUST_03095,2024-06-27,18-25,APAC,Enterprise
CUST_03096,2024-02-12,18-25,US,Enterprise
CUST_03097,2023-09-12,26-35,LATAM,Enterprise
CUST_03098,2024-04-02,26-35,LATAM,SMB
CUST_03099,2024-06-13,18-25,LATAM,Startup
CUST_03100,2024-07-16,18-25,LATAM,Enterprise
CUST_03101,2023-10-05,46-55,EU,Startup
CUST_03102,2024-03-02,46-55,EU,Enterprise
CUST_03103,2023-05-23,18-25,EU,Startup
CUST_03104,2023-08-14,55+,EU,Startup
CUST_03105,2024-10-14,46-55,LATAM,Startup
CUST_03106,2024-10-07,18-25,EU,Enterprise
CUST_03107,2024-12-10,55+,US,Enterprise
CUST_03108,2023-12-13,26-35,LATAM,Startup
CUST_03109,2023-03-21,36-45,US,Enterprise
CUST_03110,2023-01-07,26-35,US,Enterprise
CUST_03111,2023-05-10,26-35,US,Enterprise
CUST_03112,2024-05-15,36-45,APAC,SMB
CUST_03113,2024-11-16,36-45,EU,Enterprise
CUST_03114,2023-03-24,46-55,APAC,Enterprise
CUST_03115,2024-03-16,55+,LATAM,Enterprise
CUST_03116,2023-06-23,18-25,APAC,Startup
CUST_03117,2023-10-18,46-55,US,Startup
CUST_03118,2024-09-20,26-35,LATAM,SMB
CUST_03119,2024-01-06,26-35,US,Enterprise
CUST_03120,2023-07-31,26-35,US,Startup
CUST_03121,2023-02-12,18-25,EU,Startup
CUST_03122,2024-01-14,18-25,APAC,SMB
CUST_03123,2024-11-08,55+,EU,SMB
CUST_03124,2023-05-27,26-35,EU,SMB
CUST_03125,2024-11-09,36-45,EU,SMB
CUST_03126,2024-10-30,55+,LATAM,Enterprise
CUST_03127,2023-04-07,46-55,US,Startup
CUST_03128,2023-03-08,46-55,EU,Enterprise
CUST_03129,2023-03-26,18-25,US,Startup
CUST_03130,2023-06-06,36-45,LATAM,Enterprise
CUST_03131,2024-03-10,26-35,US,SMB
CUST_03132,2024-07-14,36-45,EU,Enterprise
CUST_03133,2024-04-20,18-25,EU,Enterprise
CUST_03134,2023-07-13,55+,APAC,Startup
CUST_03135,2023-06-01,46-55,LATAM,Startup
CUST_03136,2024-08-17,36-45,US,Enterprise
CUST_03137,2023-08-11,18-25,EU,Enterprise
CUST_03138,2024-04-27,18-25,LATAM,Startup
CUST_03139,2024-03-10,55+,US,Enterprise
CUST_03140,2024-10-06,36-45,APAC,SMB
CUST_03141,2023-06-18,46-55,LATAM,Startup
CUST_03142,2024-05-12,55+,EU,SMB
CUST_03143,2024-09-06,55+,APAC,SMB
CUST_03144,2024-04-08,26-35,EU,Enterprise
CUST_03145,2023-06-08,26-35,US,Enterprise
CUST_03146,2024-06-14,55+,US,Startup
CUST_03147,2023-04-13,46-55,APAC,Startup
CUST_03148,2024-06-12,36-45,APAC,Startup
CUST_03149,2024-05-30,55+,US,Enterprise
CUST_03150,2023-10-28,18-25,APAC,Startup
CUST_03151,2023-10-08,36-45,EU,SMB
CUST_03152,2023-08-19,36-45,APAC,SMB
CUST_03153,2023-05-09,36-45,LATAM,SMB
CUST_03154,2024-02-02,46-55,US,Enterprise
CUST_03155,2023-09-17,46-55,LATAM,Startup
CUST_03156,2024-04-25,55+,US,Startup
CUST_03157,2024-08-13,26-35,EU,Startup
CUST_03158,2023-05-28,36-45,EU,SMB
CUST_03159,2023-05-07,46-55,APAC,Startup
CUST_03160,2023-07-03,46-55,APAC,Enterprise
CUST_03161,2023-05-19,36-45,EU,Startup
CUST_03162,2023-03-18,18-25,APAC,SMB
CUST_03163,2023-10-22,18-25,EU,Startup
CUST_03164,2024-05-13,18-25,LATAM,Startup
CUST_03165,2023-10-21,26-35,LATAM,SMB
CUST_03166,2024-07-01,55+,LATAM,Startup
CUST_03167,2024-01-31,55+,APAC,Enterprise
CUST_03168,2024-11-29,55+,LATAM,SMB
CUST_03169,2024-01-13,26-35,EU,Startup
CUST_03170,2024-04-21,55+,LATAM,SMB
CUST_03171,2024-12-20,55+,EU,SMB
CUST_03172,2024-10-06,18-25,EU,Startup
CUST_03173,2024-10-06,26-35,EU,Startup
CUST_03174,2024-01-10,46-55,APAC,SMB
CUST_03175,2024-04-24,26-35,US,Enterprise
CUST_03176,2024-05-09,55+,APAC,Startup
CUST_03177,2023-03-02,18-25,APAC,Startup
CUST_03178,2024-10-11,36-45,LATAM,Enterprise
CUST_03179,2023-06-24,18-25,APAC,Startup
CUST_03180,2023-06-11,26-35,APAC,Startup
CUST_03181,2023-10-22,36-45,EU,Startup
CUST_03182,2024-06-20,46-55,APAC,Startup
CUST_03183,2023-09-23,55+,LATAM,Enterprise
CUST_03184,2024-08-18,36-45,EU,SMB
CUST_03185,2023-02-12,26-35,US,Enterprise
CUST_03186,2024-11-07,36-45,APAC,SMB
CUST_03187,2024-11-03,26-35,US,SMB
CUST_03188,2023-06-24,26-35,US,Startup
CUST_03189,2023-02-23,18-25,LATAM,Enterprise
CUST_03190,2023-08-13,36-45,EU,Startup
CUST_03191,2023-05-06,26-35,EU,SMB
CUST_03192,2024-08-31,18-25,LATAM,Enterprise
CUST_03193,2024-01-06,55+,US,SMB
CUST_03194,2024-07-15,26-35,APAC,Startup
CUST_03195,2023-03-23,26-35,EU,Enterprise
CUST_03196,2023-06-01,36-45,US,Startup
CUST_03197,2024-05-29,46-55,LATAM,Enterprise
CUST_03198,2024-11-27,46-55,EU,Startup
CUST_03199,2024-06-03,26-35,APAC,Startup
CUST_03200,2023-11-30,55+,EU,Startup
CUST_03201,2024-06-25,55+,LATAM,Enterprise
CUST_03202,2024-07-01,55+,APAC,SMB
CUST_03203,2024-01-17,26-35,APAC,SMB
CUST_03204,2023-08-30,26-35,US,Startup
CUST_03205,2023-03-28,46-55,LATAM,SMB
CUST_03206,2024-09-08,18-25,LATAM,Startup
CUST_03207,2024-04-10,46-55,EU,Enterprise
CUST_03208,2024-08-01,46-55,US,Startup
CUST_03209,2024-12-08,18-25,EU,Enterprise
CUST_03210,2024-06-11,18-25,US,Enterprise
CUST_03211,2023-10-22,36-45,EU,Startup
CUST_03212,2023-06-17,55+,EU,SMB
CUST_03213,2024-12-01,18-25,EU,Startup
CUST_03214,2024-10-17,26-35,LATAM,SMB
CUST_03215,2024-01-15,46-55,US,SMB
CUST_03216,2024-12-27,55+,US,SMB
CUST_03217,2024-09-11,18-25,LATAM,SMB
CUST_03218,2024-09-07,36-45,US,Enterprise
CUST_03219,2023-04-14,26-35,APAC,Enterprise
CUST_03220,2024-01-07,55+,LATAM,Enterprise
CUST_03221,2024-03-10,36-45,EU,Startup
CUST_03222,2023-01-18,18-25,LATAM,SMB
CUST_03223,2024-12-08,36-45,EU,Enterprise
CUST_03224,2023-11-12,26-35,LATAM,Startup
CUST_03225,2024-05-06,36-45,APAC,SMB
CUST_03226,2024-10-20,18-25,EU,SMB
CUST_03227,2024-08-31,36-45,US,Enterprise
CUST_03228,2023-05-28,46-55,EU,Enterprise
CUST_03229,2023-05-23,18-25,LATAM,Startup
CUST_03230,2024-10-20,46-55,LATAM,SMB
CUST_03231,2024-12-23,18-25,APAC,Startup
CUST_03232,2023-10-31,46-55,LATAM,SMB
CUST_03233,2024-05-20,36-45,US,Startup
CUST_03234,2024-03-20,36-45,LATAM,Startup
CUST_03235,2024-06-04,46-55,US,Startup
CUST_03236,2023-05-06,55+,EU,Enterprise
CUST_03237,2024-04-13,36-45,APAC,SMB
CUST_03238,2023-06-07,55+,EU,Enterprise
CUST_03239,2023-10-11,46-55,APAC,Startup
CUST_03240,2024-03-05,36-45,APAC,Enterprise
CUST_03241,2023-05-14,36-45,EU,Enterprise
CUST_03242,2023-10-14,26-35,LATAM,Startup
CUST_03243,2023-09-04,18-25,LATAM,Startup
CUST_03244,2024-12-08,18-25,APAC,Enterprise
CUST_03245,2023-09-03,26-35,APAC,Enterprise
CUST_03246,2024-04-18,55+,EU,SMB
CUST_03247,2024-08-01,26-35,US,SMB
CUST_03248,2024-06-07,18-25,LATAM,Startup
CUST_03249,2024-03-04,18-25,LATAM,SMB
CUST_03250,2024-09-27,18-25,US,Enterprise
CUST_03251,2024-05-02,36-45,APAC,Startup
CUST_03252,2024-09-20,46-55,APAC,Startup
CUST_03253,2024-11-15,36-45,EU,SMB
CUST_03254,2024-04-24,18-25,EU,SMB
CUST_03255,2023-11-28,26-35,LATAM,SMB
CUST_03256,2023-02-07,55+,EU,Enterprise
CUST_03257,2024-07-20,18-25,EU,Startup
CUST_03258,2024-02-22,36-45,LATAM,Startup
CUST_03259,2023-07-22,46-55,US,Startup
CUST_03260,2023-08-29,18-25,LATAM,Startup
CUST_03261,2024-05-01,55+,LATAM,SMB
CUST_03262,2024-09-08,36-45,US,Startup
CUST_03263,2024-09-11,55+,EU,SMB
CUST_03264,2023-04-04,26-35,APAC,Startup
CUST_03265,2024-02-13,18-25,US,Enterprise
CUST_03266,2024-08-21,36-45,US,Enterprise
CUST_03267,2023-04-23,36-45,APAC,Enterprise
CUST_03268,2023-10-24,55+,EU,Startup
CUST_03269,2023-04-22,36-45,EU,Startup
CUST_03270,2024-08-15,36-45,US,Startup
CUST_03271,2024-05-03,18-25,LATAM,Startup
CUST_03272,2023-07-09,26-35,EU,Enterprise
CUST_03273,2023-02-21,18-25,APAC,Startup
CUST_03274,2023-03-11,18-25,LATAM,Enterprise
CUST_03275,2024-04-23,36-45,EU,SMB
CUST_03276,2023-04-16,36-45,APAC,Enterprise
CUST_03277,2024-12-25,46-55,US,Startup
CUST_03278,2024-12-11,18-25,EU,Enterprise
CUST_03279,2023-07-29,55+,APAC,Startup
CUST_03280,2024-05-04,18-25,US,Enterprise
CUST_03281,2024-08-10,18-25,EU,Enterprise
CUST_03282,2024-09-25,46-55,APAC,Enterprise
CUST_03283,2023-11-21,46-55,LATAM,Startup
CUST_03284,2024-05-22,46-55,LATAM,Startup
CUST_03285,2024-07-29,18-25,EU,SMB
CUST_03286,2024-11-29,18-25,US,Startup
CUST_03287,2023-08-27,55+,EU,Enterprise
CUST_03288,2023-01-04,36-45,US,Startup
CUST_03289,2023-12-22,26-35,US,Enterprise
CUST_03290,2024-01-09,46-55,APAC,SMB
CUST_03291,2023-10-05,18-25,APAC,Startup
CUST_03292,2023-03-20,26-35,US,Startup
CUST_03293,2023-11-06,18-25,US,Startup
CUST_03294,2024-03-01,55+,EU,SMB
CUST_03295,2023-07-30,55+,US,Startup
CUST_03296,2023-09-01,36-45,US,Startup
CUST_03297,2024-01-26,36-45,LATAM,SMB
CUST_03298,2023-08-25,26-35,LATAM,SMB
CUST_03299,2023-11-20,46-55,EU,Enterprise
CUST_03300,2024-01-13,46-55,APAC,SMB
CUST_03301,2024-10-06,36-45,EU,Enterprise
CUST_03302,2024-11-18,36-45,US,Startup
CUST_03303,2024-05-01,55+,APAC,Startup
CUST_03304,2023-12-19,18-25,US,Startup
CUST_03305,2024-03-30,36-45,US,SMB
CUST_03306,2024-12-31,36-45,EU,SMB
CUST_03307,2023-03-25,18-25,EU,Startup
CUST_03308,2023-12-08,18-25,LATAM,Startup
CUST_03309,2024-08-19,55+,US,SMB
CUST_03310,2024-02-02,46-55,APAC,Startup
CUST_03311,2023-06-02,55+,EU,Enterprise
CUST_03312,2023-05-01,26-35,APAC,Enterprise
CUST_03313,2024-06-10,18-25,EU,SMB
CUST_03314,2024-11-05,36-45,APAC,Startup
CUST_03315,2024-04-13,46-55,US,SMB
CUST_03316,2023-07-19,55+,APAC,Enterprise
CUST_03317,2023-12-03,26-35,EU,Enterprise
CUST_03318,2024-01-29,36-45,EU,SMB
CUST_03319,2024-06-14,55+,US,Enterprise
CUST_03320,2023-12-13,26-35,EU,Enterprise
CUST_03321,2023-11-15,36-45,EU,Enterprise
CUST_03322,2024-11-22,55+,US,SMB
CUST_03323,2023-09-05,18-25,EU,Startup
CUST_03324,2023-04-26,55+,US,SMB
CUST_03325,2024-04-29,55+,LATAM,Enterprise
CUST_03326,2024-04-26,18-25,EU,Enterprise
CUST_03327,2024-03-28,18-25,LATAM,Startup
CUST_03328,2023-12-23,26-35,US,Enterprise
CUST_03329,2023-10-21,26-35,EU,SMB
CUST_03330,2023-04-14,18-25,US,Enterprise
CUST_03331,2023-01-06,36-45,US,Startup
CUST_03332,2023-06-21,26-35,LATAM,Startup
CUST_03333,2024-07-01,55+,LATAM,Startup
CUST_03334,2023-01-21,26-35,EU,Startup
CUST_03335,2024-09-16,55+,LATAM,Enterprise
CUST_03336,2024-09-16,36-45,APAC,Startup
CUST_03337,2023-10-17,26-35,APAC,Startup
CUST_03338,2023-05-07,26-35,LATAM,Enterprise
CUST_03339,2024-05-10,46-55,EU,SMB
CUST_03340,2023-08-23,26-35,US,SMB
CUST_03341,2024-05-08,26-35,EU,SMB
CUST_03342,2024-11-22,18-25,APAC,SMB
CUST_03343,2024-08-27,36-45,US,Enterprise
CUST_03344,2023-02-24,26-35,LATAM,Startup
CUST_03345,2023-08-15,18-25,EU,Enterprise
CUST_03346,2023-03-02,46-55,APAC,Startup
CUST_03347,2023-11-12,18-25,US,Enterprise
CUST_03348,2024-03-09,26-35,EU,SMB
CUST_03349,2023-12-22,36-45,EU,Enterprise
CUST_03350,2024-11-02,55+,EU,SMB
CUST_03351,2023-12-29,36-45,APAC,Enterprise
CUST_03352,2024-03-13,26-35,APAC,SMB
CUST_03353,2023-03-23,55+,EU,Startup
CUST_03354,2024-05-16,36-45,LATAM,Enterprise
CUST_03355,2023-11-09,18-25,EU,Enterprise
CUST_03356,2024-10-06,46-55,US,Enterprise
CUST_03357,2023-02-12,26-35,APAC,Enterprise
CUST_03358,2024-01-19,46-55,LATAM,SMB
CUST_03359,2024-11-12,36-45,LATAM,Startup
CUST_03360,2023-10-01,46-55,EU,SMB
CUST_03361,2024-12-09,26-35,APAC,Startup
CUST_03362,2023-05-01,26-35,EU,Enterprise
CUST_03363,2024-06-07,36-45,US,SMB
CUST_03364,2023-06-25,26-35,EU,Enterprise
CUST_03365,2023-07-19,55+,LATAM,Startup
CUST_03366,2023-09-01,46-55,US,Startup
CUST_03367,2023-09-29,46-55,EU,Startup
CUST_03368,2024-05-02,18-25,LATAM,SMB
CUST_03369,2023-05-13,26-35,APAC,Startup
CUST_03370,2023-11-27,26-35,US,SMB
CUST_03371,2023-06-29,26-35,APAC,SMB
CUST_03372,2023-09-13,55+,EU,Enterprise
CUST_03373,2024-05-20,46-55,US,Startup
CUST_03374,2024-11-18,46-55,US,Enterprise
CUST_03375,2023-07-25,26-35,APAC,SMB
CUST_03376,2024-04-08,18-25,LATAM,Startup
CUST_03377,2024-01-07,55+,EU,SMB
CUST_03378,2024-01-23,18-25,LATAM,Enterprise
CUST_03379,2023-10-13,46-55,APAC,Enterprise
CUST_03380,2023-02-07,26-35,EU,Startup
CUST_03381,2023-04-02,46-55,EU,Startup
CUST_03382,2023-10-06,46-55,APAC,Enterprise
CUST_03383,2024-09-26,36-45,EU,Startup
CUST_03384,2024-08-30,18-25,APAC,Startup
CUST_03385,2024-05-31,36-45,APAC,Enterprise
CUST_03386,2023-11-21,18-25,APAC,Startup
CUST_03387,2024-10-18,46-55,EU,Enterprise
CUST_03388,2024-04-21,18-25,US,Enterprise
CUST_03389,2024-12-06,36-45,LATAM,SMB
CUST_03390,2023-02-17,26-35,APAC,SMB
CUST_03391,2024-10-18,26-35,APAC,Enterprise
CUST_03392,2024-02-23,26-35,US,Enterprise
CUST_03393,2023-06-26,55+,US,Enterprise
CUST_03394,2023-06-25,36-45,EU,SMB
CUST_03395,2023-08-14,18-25,LATAM,Startup
CUST_03396,2023-09-19,55+,US,Enterprise
CUST_03397,2024-09-26,36-45,LATAM,Enterprise
CUST_03398,2024-05-17,26-35,US,Startup
CUST_03399,2023-06-23,26-35,LATAM,SMB
CUST_03400,2023-05-01,55+,LATAM,Enterprise
CUST_03401,2023-01-30,46-55,LATAM,Enterprise
CUST_03402,2023-03-10,18-25,US,Startup
CUST_03403,2024-06-23,55+,LATAM,SMB
CUST_03404,2023-04-07,26-35,APAC,SMB
CUST_03405,2024-04-15,36-45,APAC,SMB
CUST_03406,2024-12-16,26-35,US,Enterprise
CUST_03407,2023-04-07,18-25,APAC,SMB
CUST_03408,2024-04-21,46-55,LATAM,Enterprise
CUST_03409,2024-09-29,55+,EU,SMB
CUST_03410,2024-06-21,55+,APAC,Startup
CUST_03411,2023-11-19,46-55,EU,SMB
