customer_id,customer_segment,age_group,location,purchase_frequency,total_spent,avg_order_value,first_purchase,last_purchase,clv_segment
CUST_02761,Startup,46-55,APAC,1,287.08,287.08,2024-09-09,2024-09-09,Medium Value
CUST_02762,Startup,55+,US,6,1189.8,198.29999999999998,2023-07-07,2024-09-26,High Value
CUST_02763,SMB,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_02764,Enterprise,46-55,EU,2,235.29,117.645,2024-10-04,2024-12-07,Medium Value
CUST_02765,SMB,18-25,LATAM,1,265.46,265.46,2023-07-14,2023-07-14,Medium Value
CUST_02766,Startup,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_02767,SMB,26-35,US,1,257.44,257.44,2024-01-22,2024-01-22,Medium Value
CUST_02768,SMB,18-25,EU,1,236.54,236.54,2024-02-21,2024-02-21,Medium Value
CUST_02769,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02770,Enterprise,36-45,EU,1,269.94,269.94,2023-10-19,2023-10-19,Medium Value
CUST_02771,Startup,26-35,EU,1,429.1,429.1,2023-12-11,2023-12-11,High Value
CUST_02772,Enterprise,46-55,EU,1,484.93,484.93,2023-11-23,2023-11-23,High Value
CUST_02773,SMB,26-35,LATAM,3,744.79,248.26333333333332,2024-05-30,2024-10-31,High Value
CUST_02774,SMB,36-45,US,2,407.16999999999996,203.58499999999998,2023-11-09,2024-02-18,High Value
CUST_02775,Startup,55+,EU,1,332.25,332.25,2024-08-04,2024-08-04,High Value
CUST_02776,Startup,46-55,EU,1,264.06,264.06,2024-09-29,2024-09-29,Medium Value
CUST_02777,Enterprise,55+,EU,1,368.55,368.55,2023-10-24,2023-10-24,High Value
CUST_02778,Startup,26-35,LATAM,2,508.7,254.35,2023-11-24,2024-01-01,High Value
CUST_02779,Startup,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_02780,Startup,36-45,LATAM,2,360.89,180.445,2024-06-26,2024-09-23,High Value
CUST_02781,SMB,26-35,LATAM,2,723.73,361.865,2023-12-14,2024-04-10,High Value
CUST_02782,Startup,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02783,Startup,46-55,LATAM,4,683.05,170.7625,2023-07-23,2024-03-03,High Value
CUST_02784,Startup,46-55,LATAM,0,0.0,0.0,,,No Purchase
CUST_02785,SMB,46-55,LATAM,1,123.81,123.81,2023-12-28,2023-12-28,Medium Value
CUST_02786,Startup,55+,US,0,0.0,0.0,,,No Purchase
CUST_02787,Enterprise,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_02788,Enterprise,36-45,LATAM,2,226.04,113.02,2023-11-22,2024-01-15,Medium Value
CUST_02789,SMB,36-45,US,2,343.45,171.725,2023-10-07,2024-01-22,High Value
CUST_02790,Enterprise,55+,APAC,1,373.69,373.69,2023-08-16,2023-08-16,High Value
CUST_02791,SMB,55+,APAC,1,433.84,433.84,2024-12-13,2024-12-13,High Value
CUST_02792,SMB,26-35,EU,1,304.73,304.73,2023-12-08,2023-12-08,High Value
CUST_02793,Startup,18-25,US,1,56.59,56.59,2024-05-22,2024-05-22,Low Value
CUST_02794,Enterprise,18-25,APAC,1,396.48,396.48,2024-04-02,2024-04-02,High Value
CUST_02795,SMB,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02796,Enterprise,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02797,Startup,18-25,US,1,110.4,110.4,2023-04-08,2023-04-08,Medium Value
CUST_02798,Startup,55+,US,1,360.55,360.55,2024-12-31,2024-12-31,High Value
CUST_02799,Enterprise,36-45,US,2,522.8199999999999,261.40999999999997,2024-04-09,2024-05-15,High Value
CUST_02800,Enterprise,26-35,EU,3,719.5999999999999,239.86666666666665,2023-11-04,2024-05-03,High Value
CUST_02801,Startup,46-55,EU,0,0.0,0.0,,,No Purchase
CUST_02802,SMB,26-35,EU,1,153.62,153.62,2023-09-12,2023-09-12,Medium Value
CUST_02803,Enterprise,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_02804,Enterprise,26-35,US,0,0.0,0.0,,,No Purchase
CUST_02805,Enterprise,26-35,APAC,1,248.54,248.54,2023-11-12,2023-11-12,Medium Value
CUST_02806,Startup,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_02807,Enterprise,18-25,EU,0,0.0,0.0,,,No Purchase
CUST_02808,SMB,26-35,LATAM,4,702.6199999999999,175.65499999999997,2024-02-22,2024-11-21,High Value
CUST_02809,Enterprise,18-25,LATAM,1,452.97,452.97,2023-03-25,2023-03-25,High Value
CUST_02810,SMB,26-35,US,0,0.0,0.0,,,No Purchase
CUST_02811,Startup,46-55,US,2,499.78999999999996,249.89499999999998,2024-07-23,2024-10-29,High Value
CUST_02812,Startup,36-45,US,1,351.36,351.36,2024-03-16,2024-03-16,High Value
CUST_02813,Enterprise,46-55,APAC,2,694.55,347.275,2023-07-21,2023-10-24,High Value
CUST_02814,Startup,18-25,LATAM,1,224.46,224.46,2024-05-29,2024-05-29,Medium Value
CUST_02815,SMB,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_02816,SMB,46-55,EU,0,0.0,0.0,,,No Purchase
CUST_02817,Startup,36-45,EU,2,569.11,284.555,2024-03-29,2024-05-31,High Value
CUST_02818,Startup,26-35,US,1,441.86,441.86,2023-04-25,2023-04-25,High Value
CUST_02819,Enterprise,26-35,EU,3,825.23,275.07666666666665,2023-12-30,2024-05-28,High Value
CUST_02820,SMB,26-35,EU,1,83.34,83.34,2024-11-24,2024-11-24,Low Value
CUST_02821,Startup,18-25,EU,2,241.82,120.91,2023-11-27,2024-03-03,Medium Value
CUST_02822,Enterprise,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02823,SMB,18-25,EU,1,426.71,426.71,2024-04-18,2024-04-18,High Value
CUST_02824,Startup,55+,US,1,447.54,447.54,2023-11-29,2023-11-29,High Value
CUST_02825,Startup,26-35,US,2,477.41999999999996,238.70999999999998,2024-09-26,2024-11-21,High Value
CUST_02826,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02827,SMB,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02828,Enterprise,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02829,Startup,26-35,EU,1,62.72,62.72,2023-08-07,2023-08-07,Low Value
CUST_02830,Enterprise,46-55,LATAM,0,0.0,0.0,,,No Purchase
CUST_02831,Enterprise,26-35,LATAM,3,904.1800000000001,301.3933333333334,2023-08-14,2024-01-27,High Value
CUST_02832,Startup,26-35,US,0,0.0,0.0,,,No Purchase
CUST_02833,Enterprise,36-45,US,0,0.0,0.0,,,No Purchase
CUST_02834,Startup,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_02835,Startup,26-35,US,1,436.11,436.11,2024-11-22,2024-11-22,High Value
CUST_02836,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02837,Startup,46-55,US,1,147.99,147.99,2023-04-17,2023-04-17,Medium Value
CUST_02838,Startup,46-55,EU,1,391.49,391.49,2023-02-02,2023-02-02,High Value
CUST_02839,Enterprise,55+,APAC,2,255.5,127.75,2024-03-13,2024-04-22,Medium Value
CUST_02840,SMB,26-35,US,0,0.0,0.0,,,No Purchase
CUST_02841,Startup,26-35,US,0,0.0,0.0,,,No Purchase
CUST_02842,SMB,26-35,LATAM,2,561.47,280.735,2023-10-21,2023-12-12,High Value
CUST_02843,Enterprise,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_02844,SMB,55+,APAC,3,925.03,308.3433333333333,2024-03-27,2024-08-05,High Value
CUST_02845,SMB,55+,US,0,0.0,0.0,,,No Purchase
CUST_02846,SMB,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_02847,Startup,18-25,LATAM,2,485.41,242.705,2023-12-06,2024-03-29,High Value
CUST_02848,SMB,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_02849,Startup,36-45,EU,1,140.27,140.27,2023-08-15,2023-08-15,Medium Value
CUST_02850,Startup,46-55,US,1,499.75,499.75,2024-11-21,2024-11-21,High Value
CUST_02851,Startup,46-55,US,1,157.58,157.58,2023-02-04,2023-02-04,Medium Value
CUST_02852,SMB,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_02853,Startup,36-45,US,0,0.0,0.0,,,No Purchase
CUST_02854,Startup,36-45,US,1,111.89,111.89,2024-09-26,2024-09-26,Medium Value
CUST_02855,Startup,46-55,APAC,1,420.13,420.13,2023-01-29,2023-01-29,High Value
CUST_02856,Startup,55+,US,0,0.0,0.0,,,No Purchase
CUST_02857,SMB,36-45,US,0,0.0,0.0,,,No Purchase
CUST_02858,SMB,18-25,EU,0,0.0,0.0,,,No Purchase
CUST_02859,Enterprise,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_02860,SMB,55+,EU,1,160.77,160.77,2023-02-13,2023-02-13,Medium Value
CUST_02861,Enterprise,18-25,US,1,130.74,130.74,2024-02-07,2024-02-07,Medium Value
CUST_02862,SMB,46-55,US,2,586.8399999999999,293.41999999999996,2023-06-05,2023-09-04,High Value
CUST_02863,Enterprise,46-55,LATAM,0,0.0,0.0,,,No Purchase
CUST_02864,Enterprise,18-25,LATAM,0,0.0,0.0,,,No Purchase
CUST_02865,Startup,36-45,LATAM,1,156.35,156.35,2023-10-02,2023-10-02,Medium Value
CUST_02866,Startup,18-25,LATAM,1,327.97,327.97,2024-11-01,2024-11-01,High Value
CUST_02867,Startup,18-25,EU,1,305.34,305.34,2024-03-25,2024-03-25,High Value
CUST_02868,Enterprise,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02869,Enterprise,26-35,EU,1,348.17,348.17,2023-11-08,2023-11-08,High Value
CUST_02870,Enterprise,18-25,APAC,1,75.1,75.1,2024-08-31,2024-08-31,Low Value
CUST_02871,SMB,18-25,EU,1,477.06,477.06,2023-07-15,2023-07-15,High Value
CUST_02872,SMB,46-55,EU,1,198.39,198.39,2024-06-24,2024-06-24,Medium Value
CUST_02873,Enterprise,46-55,EU,1,383.45,383.45,2024-11-08,2024-11-08,High Value
CUST_02874,Enterprise,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_02875,Startup,36-45,APAC,1,395.38,395.38,2023-08-03,2023-08-03,High Value
CUST_02876,SMB,55+,US,2,514.3199999999999,257.15999999999997,2024-01-13,2024-03-28,High Value
CUST_02877,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02878,SMB,26-35,APAC,2,576.96,288.48,2023-05-15,2023-06-30,High Value
CUST_02879,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02880,Startup,46-55,EU,2,549.44,274.72,2023-10-14,2024-01-23,High Value
CUST_02881,Enterprise,36-45,EU,1,213.23,213.23,2024-09-12,2024-09-12,Medium Value
CUST_02882,SMB,36-45,US,1,113.37,113.37,2024-12-20,2024-12-20,Medium Value
CUST_02883,SMB,26-35,US,1,216.96,216.96,2023-03-30,2023-03-30,Medium Value
CUST_02884,SMB,36-45,US,1,83.24,83.24,2024-09-30,2024-09-30,Low Value
CUST_02885,Startup,18-25,EU,1,299.98,299.98,2023-07-31,2023-07-31,Medium Value
CUST_02886,SMB,26-35,EU,3,707.76,235.92,2024-01-16,2024-06-14,High Value
CUST_02887,SMB,18-25,US,2,498.7,249.35,2023-01-27,2023-05-09,High Value
CUST_02888,SMB,26-35,EU,1,126.27,126.27,2024-11-06,2024-11-06,Medium Value
CUST_02889,SMB,36-45,APAC,0,0.0,0.0,,,No Purchase
CUST_02890,SMB,36-45,EU,1,57.64,57.64,2024-11-13,2024-11-13,Low Value
CUST_02891,SMB,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02892,Startup,46-55,LATAM,1,387.53,387.53,2023-11-15,2023-11-15,High Value
CUST_02893,Enterprise,36-45,US,0,0.0,0.0,,,No Purchase
CUST_02894,Enterprise,46-55,APAC,0,0.0,0.0,,,No Purchase
CUST_02895,SMB,46-55,EU,1,475.71,475.71,2023-02-23,2023-02-23,High Value
CUST_02896,Startup,55+,EU,0,0.0,0.0,,,No Purchase
CUST_02897,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02898,Enterprise,26-35,APAC,1,159.05,159.05,2024-11-02,2024-11-02,Medium Value
CUST_02899,Startup,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02900,Startup,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_02901,Enterprise,55+,EU,1,246.41,246.41,2024-05-01,2024-05-01,Medium Value
CUST_02902,SMB,55+,US,2,213.42,106.71,2024-08-04,2024-10-27,Medium Value
CUST_02903,Enterprise,26-35,APAC,2,347.07,173.535,2023-07-09,2023-10-19,High Value
CUST_02904,Startup,55+,EU,0,0.0,0.0,,,No Purchase
CUST_02905,SMB,36-45,US,1,223.49,223.49,2024-12-07,2024-12-07,Medium Value
CUST_02906,Enterprise,55+,US,1,283.65,283.65,2024-03-09,2024-03-09,Medium Value
CUST_02907,Startup,36-45,APAC,0,0.0,0.0,,,No Purchase
CUST_02908,SMB,46-55,US,0,0.0,0.0,,,No Purchase
CUST_02909,SMB,55+,EU,1,117.46,117.46,2023-03-20,2023-03-20,Medium Value
CUST_02910,Startup,26-35,APAC,1,375.24,375.24,2023-08-10,2023-08-10,High Value
CUST_02911,Startup,46-55,EU,1,297.07,297.07,2024-09-28,2024-09-28,Medium Value
CUST_02912,SMB,26-35,EU,0,0.0,0.0,,,No Purchase
CUST_02913,SMB,18-25,APAC,0,0.0,0.0,,,No Purchase
CUST_02914,Enterprise,26-35,EU,2,484.29999999999995,242.14999999999998,2024-05-26,2024-09-12,High Value
CUST_02915,SMB,36-45,US,1,288.53,288.53,2024-10-18,2024-10-18,Medium Value
CUST_02916,Enterprise,36-45,LATAM,4,749.79,187.4475,2023-06-12,2023-11-30,High Value
CUST_02917,Startup,18-25,LATAM,1,90.71,90.71,2023-11-06,2023-11-06,Low Value
CUST_02918,SMB,55+,EU,2,315.51,157.755,2023-05-20,2023-08-31,High Value
CUST_02919,Startup,36-45,LATAM,1,187.41,187.41,2024-11-19,2024-11-19,Medium Value
CUST_02920,Startup,55+,US,1,283.3,283.3,2024-01-22,2024-01-22,Medium Value
CUST_02921,Startup,55+,APAC,1,306.27,306.27,2023-07-12,2023-07-12,High Value
CUST_02922,SMB,26-35,EU,2,752.4,376.2,2023-03-11,2023-05-10,High Value
CUST_02923,Startup,46-55,LATAM,1,122.21,122.21,2023-04-22,2023-04-22,Medium Value
CUST_02924,Startup,46-55,EU,1,375.26,375.26,2023-11-04,2023-11-04,High Value
CUST_02925,Startup,55+,EU,1,226.92,226.92,2024-08-10,2024-08-10,Medium Value
CUST_02926,SMB,18-25,EU,1,438.1,438.1,2024-04-17,2024-04-17,High Value
CUST_02927,Enterprise,55+,LATAM,1,255.47,255.47,2024-03-09,2024-03-09,Medium Value
CUST_02928,SMB,36-45,EU,1,454.59,454.59,2024-10-12,2024-10-12,High Value
CUST_02929,Startup,18-25,US,3,660.38,220.12666666666667,2023-12-31,2024-07-07,High Value
CUST_02930,Startup,36-45,APAC,1,109.76,109.76,2023-06-27,2023-06-27,Medium Value
CUST_02931,Enterprise,55+,US,0,0.0,0.0,,,No Purchase
CUST_02932,Startup,55+,LATAM,1,283.57,283.57,2024-11-25,2024-11-25,Medium Value
CUST_02933,Startup,46-55,APAC,1,248.7,248.7,2023-10-13,2023-10-13,Medium Value
CUST_02934,Enterprise,55+,APAC,1,255.92,255.92,2024-11-02,2024-11-02,Medium Value
CUST_02935,Startup,26-35,US,1,277.56,277.56,2024-12-05,2024-12-05,Medium Value
CUST_02936,Enterprise,46-55,APAC,1,395.43,395.43,2023-05-06,2023-05-06,High Value
CUST_02937,SMB,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02938,Startup,55+,LATAM,2,590.93,295.465,2024-05-19,2024-07-04,High Value
CUST_02939,Enterprise,36-45,LATAM,1,100.92,100.92,2023-08-15,2023-08-15,Medium Value
CUST_02940,SMB,36-45,APAC,1,343.0,343.0,2024-10-26,2024-10-26,High Value
CUST_02941,Enterprise,26-35,EU,1,304.17,304.17,2023-10-10,2023-10-10,High Value
CUST_02942,Enterprise,18-25,LATAM,3,491.35,163.78333333333333,2023-09-20,2024-01-15,High Value
CUST_02943,Startup,55+,LATAM,3,525.96,175.32000000000002,2023-06-07,2023-12-12,High Value
CUST_02944,Startup,46-55,US,1,407.66,407.66,2023-11-24,2023-11-24,High Value
CUST_02945,SMB,18-25,APAC,3,786.14,262.0466666666667,2024-02-18,2024-07-22,High Value
CUST_02946,Enterprise,46-55,LATAM,1,205.71,205.71,2024-02-27,2024-02-27,Medium Value
CUST_02947,Startup,46-55,US,0,0.0,0.0,,,No Purchase
CUST_02948,Startup,55+,APAC,1,90.7,90.7,2024-12-29,2024-12-29,Low Value
CUST_02949,SMB,46-55,EU,1,144.03,144.03,2023-02-15,2023-02-15,Medium Value
CUST_02950,Enterprise,55+,EU,1,204.44,204.44,2024-06-29,2024-06-29,Medium Value
CUST_02951,SMB,55+,EU,1,381.65,381.65,2024-09-23,2024-09-23,High Value
CUST_02952,Enterprise,18-25,LATAM,2,631.39,315.695,2024-03-19,2024-05-30,High Value
CUST_02953,SMB,18-25,US,1,315.88,315.88,2024-01-30,2024-01-30,High Value
CUST_02954,Startup,46-55,APAC,1,169.16,169.16,2023-06-06,2023-06-06,Medium Value
CUST_02955,Startup,46-55,US,1,485.33,485.33,2023-02-03,2023-02-03,High Value
CUST_02956,SMB,36-45,APAC,3,614.12,204.70666666666668,2023-07-03,2023-12-23,High Value
CUST_02957,Startup,55+,LATAM,1,269.28,269.28,2023-04-02,2023-04-02,Medium Value
CUST_02958,SMB,55+,US,0,0.0,0.0,,,No Purchase
CUST_02959,Enterprise,26-35,APAC,2,685.8,342.9,2023-07-01,2023-10-11,High Value
CUST_02960,Startup,36-45,LATAM,1,365.01,365.01,2023-12-29,2023-12-29,High Value
CUST_02961,Enterprise,55+,LATAM,1,433.87,433.87,2023-03-09,2023-03-09,High Value
CUST_02962,Startup,55+,APAC,1,364.12,364.12,2024-12-01,2024-12-01,High Value
CUST_02963,Startup,46-55,US,1,419.79,419.79,2025-01-07,2025-01-07,High Value
CUST_02964,Startup,55+,LATAM,5,878.71,175.74200000000002,2023-05-26,2024-03-06,High Value
CUST_02965,SMB,36-45,APAC,1,262.03,262.03,2024-08-25,2024-08-25,Medium Value
CUST_02966,Enterprise,46-55,APAC,1,107.22,107.22,2024-03-17,2024-03-17,Medium Value
CUST_02967,Enterprise,36-45,APAC,2,296.72,148.36,2024-02-03,2024-05-16,Medium Value
CUST_02968,SMB,55+,EU,3,436.01,145.33666666666667,2023-11-29,2024-05-02,High Value
CUST_02969,Enterprise,46-55,US,0,0.0,0.0,,,No Purchase
CUST_02970,Startup,55+,US,0,0.0,0.0,,,No Purchase
CUST_02971,Startup,18-25,APAC,1,313.71,313.71,2023-09-15,2023-09-15,High Value
CUST_02972,Startup,26-35,LATAM,5,897.6800000000001,179.536,2024-01-17,2024-12-27,High Value
CUST_02973,SMB,18-25,LATAM,1,60.47,60.47,2024-05-28,2024-05-28,Low Value
CUST_02974,SMB,18-25,APAC,3,360.11,120.03666666666668,2024-04-29,2024-11-04,High Value
CUST_02975,SMB,55+,APAC,0,0.0,0.0,,,No Purchase
CUST_02976,Startup,55+,LATAM,1,386.82,386.82,2024-11-10,2024-11-10,High Value
CUST_02977,Enterprise,18-25,US,1,54.18,54.18,2023-06-25,2023-06-25,Low Value
CUST_02978,SMB,55+,EU,1,57.98,57.98,2024-03-05,2024-03-05,Low Value
CUST_02979,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_02980,Startup,26-35,APAC,2,435.46,217.73,2023-08-15,2023-10-18,High Value
CUST_02981,Startup,46-55,APAC,1,208.08,208.08,2023-12-23,2023-12-23,Medium Value
CUST_02982,SMB,18-25,EU,4,1010.25,252.5625,2023-09-08,2024-04-14,High Value
CUST_02983,Startup,26-35,US,1,235.51,235.51,2024-04-27,2024-04-27,Medium Value
CUST_02984,Startup,46-55,APAC,1,250.42,250.42,2024-09-29,2024-09-29,Medium Value
CUST_02985,Enterprise,55+,EU,1,399.36,399.36,2024-07-02,2024-07-02,High Value
CUST_02986,Enterprise,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_02987,Enterprise,36-45,APAC,1,414.8,414.8,2023-04-01,2023-04-01,High Value
CUST_02988,SMB,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_02989,Startup,18-25,EU,4,706.2,176.55,2023-05-17,2023-11-19,High Value
CUST_02990,Startup,36-45,APAC,1,244.73,244.73,2024-06-09,2024-06-09,Medium Value
CUST_02991,SMB,36-45,APAC,2,556.3299999999999,278.16499999999996,2024-08-30,2024-10-11,High Value
CUST_02992,Startup,36-45,APAC,1,70.71,70.71,2023-08-26,2023-08-26,Low Value
CUST_02993,Enterprise,18-25,APAC,1,186.09,186.09,2023-09-16,2023-09-16,Medium Value
CUST_02994,Startup,36-45,EU,1,255.48,255.48,2023-10-20,2023-10-20,Medium Value
CUST_02995,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_02996,SMB,46-55,EU,2,399.85,199.925,2023-10-05,2023-12-23,High Value
CUST_02997,Enterprise,55+,EU,1,127.29,127.29,2023-11-07,2023-11-07,Medium Value
CUST_02998,SMB,46-55,US,1,286.96,286.96,2023-05-02,2023-05-02,Medium Value
CUST_02999,Startup,36-45,EU,1,300.97,300.97,2024-10-28,2024-10-28,High Value
CUST_03000,SMB,26-35,APAC,2,462.98,231.49,2023-01-28,2023-04-23,High Value
CUST_03001,Enterprise,36-45,LATAM,1,361.78,361.78,2024-11-21,2024-11-21,High Value
CUST_03002,Enterprise,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_03003,Startup,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_03004,Startup,36-45,EU,1,173.17,173.17,2023-07-02,2023-07-02,Medium Value
CUST_03005,Startup,26-35,LATAM,2,623.7,311.85,2024-05-31,2024-09-27,High Value
CUST_03006,SMB,36-45,US,2,366.87,183.435,2024-08-21,2024-10-13,High Value
CUST_03007,SMB,46-55,LATAM,1,239.87,239.87,2024-07-01,2024-07-01,Medium Value
CUST_03008,Startup,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_03009,Startup,46-55,US,0,0.0,0.0,,,No Purchase
CUST_03010,SMB,26-35,US,1,413.0,413.0,2025-01-10,2025-01-10,High Value
CUST_03011,Enterprise,18-25,US,2,287.65,143.825,2024-08-23,2024-11-04,Medium Value
CUST_03012,Startup,18-25,APAC,1,248.34,248.34,2024-02-23,2024-02-23,Medium Value
CUST_03013,Startup,26-35,APAC,1,221.32,221.32,2023-07-30,2023-07-30,Medium Value
CUST_03014,Startup,26-35,APAC,1,174.2,174.2,2023-01-24,2023-01-24,Medium Value
CUST_03015,Enterprise,18-25,LATAM,2,544.13,272.065,2023-12-30,2024-03-08,High Value
CUST_03016,Startup,26-35,APAC,1,358.22,358.22,2024-12-14,2024-12-14,High Value
CUST_03017,Startup,36-45,EU,0,0.0,0.0,,,No Purchase
CUST_03018,SMB,26-35,US,0,0.0,0.0,,,No Purchase
CUST_03019,Startup,55+,US,2,687.6800000000001,343.84000000000003,2024-03-03,2024-04-21,High Value
CUST_03020,Enterprise,26-35,EU,1,195.16,195.16,2023-11-16,2023-11-16,Medium Value
CUST_03021,Enterprise,36-45,US,1,149.59,149.59,2023-06-16,2023-06-16,Medium Value
CUST_03022,Enterprise,55+,US,1,61.14,61.14,2024-04-30,2024-04-30,Low Value
CUST_03023,Enterprise,46-55,EU,1,93.03,93.03,2023-06-17,2023-06-17,Low Value
CUST_03024,Enterprise,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_03025,Startup,26-35,EU,1,191.2,191.2,2024-12-01,2024-12-01,Medium Value
CUST_03026,SMB,55+,EU,2,415.17,207.585,2024-09-06,2024-11-13,High Value
CUST_03027,Enterprise,26-35,LATAM,0,0.0,0.0,,,No Purchase
CUST_03028,SMB,46-55,EU,1,288.07,288.07,2023-07-27,2023-07-27,Medium Value
CUST_03029,Startup,18-25,US,1,240.27,240.27,2023-02-01,2023-02-01,Medium Value
CUST_03030,SMB,55+,LATAM,3,611.73,203.91,2023-06-08,2023-12-06,High Value
CUST_03031,Enterprise,46-55,US,0,0.0,0.0,,,No Purchase
CUST_03032,SMB,18-25,APAC,0,0.0,0.0,,,No Purchase
CUST_03033,Enterprise,18-25,APAC,2,484.75,242.375,2024-04-04,2024-07-11,High Value
CUST_03034,Enterprise,18-25,LATAM,1,136.18,136.18,2024-10-16,2024-10-16,Medium Value
CUST_03035,Enterprise,36-45,APAC,1,244.87,244.87,2024-06-12,2024-06-12,Medium Value
CUST_03036,SMB,36-45,EU,1,175.72,175.72,2024-05-22,2024-05-22,Medium Value
CUST_03037,Startup,36-45,US,0,0.0,0.0,,,No Purchase
CUST_03038,Startup,26-35,EU,2,246.47,123.235,2023-06-14,2023-09-15,Medium Value
CUST_03039,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_03040,SMB,18-25,US,2,644.23,322.115,2023-04-30,2023-06-24,High Value
CUST_03041,Enterprise,55+,LATAM,1,250.42,250.42,2024-02-29,2024-02-29,Medium Value
CUST_03042,Startup,18-25,APAC,0,0.0,0.0,,,No Purchase
CUST_03043,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_03044,Enterprise,26-35,EU,2,472.76,236.38,2023-07-25,2023-09-29,High Value
CUST_03045,Startup,55+,LATAM,2,176.34,88.17,2024-10-21,2024-12-18,Medium Value
CUST_03046,Enterprise,55+,US,0,0.0,0.0,,,No Purchase
CUST_03047,Enterprise,18-25,APAC,4,830.4999999999999,207.62499999999997,2023-09-30,2024-04-24,High Value
CUST_03048,Enterprise,18-25,US,0,0.0,0.0,,,No Purchase
CUST_03049,Startup,18-25,LATAM,5,688.7500000000001,137.75000000000003,2023-01-28,2023-07-11,High Value
CUST_03050,SMB,36-45,LATAM,2,318.02,159.01,2024-09-15,2024-12-07,High Value
CUST_03051,Startup,18-25,APAC,3,702.78,234.26,2024-06-18,2024-10-19,High Value
CUST_03052,Enterprise,36-45,US,0,0.0,0.0,,,No Purchase
CUST_03053,Enterprise,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_03054,SMB,36-45,LATAM,0,0.0,0.0,,,No Purchase
CUST_03055,Startup,55+,EU,1,242.42,242.42,2024-03-30,2024-03-30,Medium Value
CUST_03056,Startup,55+,LATAM,0,0.0,0.0,,,No Purchase
CUST_03057,Startup,46-55,APAC,0,0.0,0.0,,,No Purchase
CUST_03058,Startup,55+,EU,1,169.86,169.86,2023-03-21,2023-03-21,Medium Value
CUST_03059,SMB,36-45,US,3,575.82,191.94000000000003,2023-02-16,2023-09-12,High Value
CUST_03060,Startup,46-55,US,1,426.16,426.16,2023-04-25,2023-04-25,High Value
CUST_03061,Enterprise,18-25,US,1,71.73,71.73,2024-03-17,2024-03-17,Low Value
CUST_03062,SMB,36-45,EU,1,141.02,141.02,2024-08-30,2024-08-30,Medium Value
CUST_03063,Startup,26-35,EU,1,478.26,478.26,2023-08-20,2023-08-20,High Value
CUST_03064,Enterprise,18-25,LATAM,1,137.62,137.62,2023-06-04,2023-06-04,Medium Value
CUST_03065,Enterprise,55+,US,0,0.0,0.0,,,No Purchase
CUST_03066,Enterprise,26-35,APAC,0,0.0,0.0,,,No Purchase
CUST_03067,Startup,46-55,EU,0,0.0,0.0,,,No Purchase
CUST_03068,Startup,55+,LATAM,1,192.14,192.14,2024-11-23,2024-11-23,Medium Value
CUST_03069,SMB,46-55,LATAM,1,348.55,348.55,2023-10-11,2023-10-11,High Value
CUST_03070,Startup,36-45,US,2,620.09,310.045,2023-10-25,2023-12-08,High Value
