customer_id,purchase_date,purchase_amount,product_category
CUST_02096,2024-04-02,419.81,Pro Plan
CUST_02096,2024-06-02,283.27,Enterprise Plan
CUST_02096,2024-07-28,249.03,Add-ons
CUST_02100,2024-01-06,298.58,Enterprise Plan
CUST_02101,2024-11-07,438.69,Basic Plan
CUST_02103,2024-10-24,436.56,Basic Plan
CUST_02104,2024-03-19,258.15,Basic Plan
CUST_02105,2024-05-26,259.26,Pro Plan
CUST_02105,2024-08-09,222.19,Basic Plan
CUST_02106,2023-02-13,60.45,Enterprise Plan
CUST_02107,2023-10-27,152.32,Pro Plan
CUST_02107,2024-02-22,129.12,Add-ons
CUST_02108,2023-01-25,311.74,Basic Plan
CUST_02111,2023-09-14,220.25,Enterprise Plan
CUST_02112,2024-12-29,423.72,Pro Plan
CUST_02114,2023-10-10,459.33,Enterprise Plan
CUST_02114,2023-12-08,234.41,Pro Plan
CUST_02115,2023-03-09,89.82,Enterprise Plan
CUST_02116,2023-08-03,276.79,Enterprise Plan
CUST_02117,2023-08-31,228.35,Basic Plan
CUST_02118,2024-07-22,391.2,Basic Plan
CUST_02120,2023-10-13,163.68,Basic Plan
CUST_02121,2023-04-17,324.14,Enterprise Plan
CUST_02122,2024-12-03,193.75,Pro Plan
CUST_02123,2023-04-15,169.61,Basic Plan
CUST_02125,2023-10-29,191.95,Pro Plan
CUST_02127,2023-04-02,479.95,Enterprise Plan
CUST_02127,2023-06-21,290.74,Add-ons
CUST_02128,2024-06-26,90.96,Basic Plan
CUST_02128,2024-09-16,125.78,Add-ons
CUST_02128,2024-10-20,131.68,Pro Plan
CUST_02130,2023-07-01,426.43,Enterprise Plan
CUST_02130,2023-08-02,75.62,Add-ons
CUST_02131,2023-12-15,168.41,Enterprise Plan
CUST_02131,2024-02-22,254.51,Enterprise Plan
CUST_02132,2023-02-16,190.38,Basic Plan
CUST_02134,2024-06-29,305.05,Pro Plan
CUST_02134,2024-09-02,243.7,Basic Plan
CUST_02136,2024-08-27,89.18,Enterprise Plan
CUST_02137,2024-11-16,258.41,Basic Plan
CUST_02137,2024-12-24,157.52,Basic Plan
CUST_02139,2024-10-06,468.22,Enterprise Plan
CUST_02143,2023-04-17,262.48,Basic Plan
CUST_02144,2024-03-15,489.8,Basic Plan
CUST_02144,2024-04-16,60.48,Enterprise Plan
CUST_02144,2024-07-16,101.6,Pro Plan
CUST_02144,2024-09-26,278.96,Pro Plan
CUST_02145,2023-05-06,466.94,Enterprise Plan
CUST_02147,2024-09-28,373.98,Basic Plan
CUST_02148,2024-01-01,266.65,Basic Plan
CUST_02148,2024-02-25,297.81,Enterprise Plan
CUST_02148,2024-03-28,57.11,Add-ons
CUST_02153,2023-01-29,323.49,Basic Plan
CUST_02155,2023-03-17,455.18,Pro Plan
CUST_02156,2024-02-09,276.4,Pro Plan
CUST_02157,2023-04-22,405.09,Basic Plan
CUST_02158,2023-09-08,228.98,Enterprise Plan
CUST_02158,2023-10-26,161.75,Add-ons
CUST_02159,2023-11-02,171.94,Basic Plan
CUST_02159,2024-01-31,224.06,Add-ons
CUST_02163,2023-03-11,208.06,Basic Plan
CUST_02164,2024-09-22,464.12,Basic Plan
CUST_02164,2024-11-07,245.92,Pro Plan
CUST_02165,2023-08-19,385.21,Basic Plan
CUST_02165,2023-10-02,238.85,Add-ons
CUST_02166,2023-07-26,446.22,Pro Plan
CUST_02167,2023-11-11,86.41,Pro Plan
CUST_02169,2024-05-07,498.6,Basic Plan
CUST_02170,2023-01-21,168.03,Enterprise Plan
CUST_02173,2024-04-05,57.05,Enterprise Plan
CUST_02174,2024-12-04,224.71,Basic Plan
CUST_02177,2024-01-13,412.55,Pro Plan
CUST_02178,2023-03-17,112.36,Enterprise Plan
CUST_02179,2023-04-10,467.96,Enterprise Plan
CUST_02180,2024-07-27,146.44,Basic Plan
CUST_02181,2023-10-11,290.4,Pro Plan
CUST_02183,2024-12-23,173.61,Enterprise Plan
CUST_02184,2023-03-04,371.21,Basic Plan
CUST_02184,2023-04-10,251.04,Pro Plan
CUST_02184,2023-07-14,105.5,Basic Plan
CUST_02187,2024-01-21,385.32,Enterprise Plan
CUST_02187,2024-04-14,247.43,Pro Plan
CUST_02187,2024-06-23,285.69,Add-ons
CUST_02189,2023-07-27,56.97,Enterprise Plan
CUST_02189,2023-09-06,255.19,Add-ons
CUST_02190,2024-10-24,283.02,Basic Plan
CUST_02191,2023-03-07,160.52,Basic Plan
CUST_02191,2023-06-09,132.95,Pro Plan
CUST_02192,2023-11-21,217.96,Basic Plan
CUST_02192,2024-02-01,119.29,Enterprise Plan
CUST_02193,2024-02-02,86.42,Pro Plan
CUST_02194,2023-12-09,113.49,Enterprise Plan
CUST_02198,2023-05-01,236.55,Pro Plan
CUST_02201,2024-02-08,276.65,Pro Plan
CUST_02203,2024-05-12,52.53,Pro Plan
CUST_02203,2024-09-05,185.03,Basic Plan
CUST_02206,2023-11-28,316.11,Enterprise Plan
CUST_02207,2024-01-17,90.96,Basic Plan
CUST_02210,2024-07-12,305.2,Pro Plan
CUST_02210,2024-08-14,241.23,Enterprise Plan
CUST_02210,2024-10-11,175.75,Basic Plan
CUST_02210,2024-12-31,264.84,Pro Plan
CUST_02211,2023-03-20,63.48,Enterprise Plan
CUST_02212,2024-01-10,61.37,Basic Plan
CUST_02213,2024-09-22,270.78,Enterprise Plan
CUST_02215,2024-03-29,143.8,Pro Plan
CUST_02218,2023-09-12,56.56,Basic Plan
CUST_02219,2024-08-15,495.88,Pro Plan
CUST_02220,2023-10-14,206.62,Pro Plan
CUST_02220,2023-12-29,278.17,Pro Plan
CUST_02223,2023-12-28,358.52,Pro Plan
CUST_02224,2023-06-08,407.91,Pro Plan
CUST_02225,2024-12-25,130.98,Pro Plan
CUST_02226,2025-01-08,369.4,Enterprise Plan
CUST_02228,2024-05-29,210.17,Enterprise Plan
CUST_02229,2024-01-30,193.11,Basic Plan
CUST_02230,2024-05-09,142.64,Enterprise Plan
CUST_02231,2024-07-12,114.56,Basic Plan
CUST_02232,2024-08-14,297.9,Basic Plan
CUST_02232,2024-11-30,169.48,Pro Plan
CUST_02234,2024-09-22,185.6,Enterprise Plan
CUST_02234,2024-10-25,74.11,Add-ons
CUST_02234,2024-11-26,95.63,Enterprise Plan
CUST_02235,2023-12-27,62.77,Basic Plan
CUST_02238,2024-03-27,62.31,Enterprise Plan
CUST_02239,2024-10-31,222.69,Enterprise Plan
CUST_02240,2023-02-09,255.81,Enterprise Plan
CUST_02241,2024-11-28,316.43,Basic Plan
CUST_02243,2024-06-26,110.01,Basic Plan
CUST_02244,2024-01-14,263.76,Pro Plan
CUST_02245,2023-11-28,248.05,Enterprise Plan
CUST_02246,2023-09-09,164.87,Enterprise Plan
CUST_02246,2023-12-27,191.93,Pro Plan
CUST_02247,2023-03-23,300.67,Basic Plan
CUST_02247,2023-07-06,130.98,Basic Plan
CUST_02248,2023-02-24,156.1,Pro Plan
CUST_02248,2023-05-27,132.51,Add-ons
CUST_02249,2024-12-01,254.01,Enterprise Plan
CUST_02251,2023-07-06,100.37,Basic Plan
CUST_02251,2023-08-06,74.14,Basic Plan
CUST_02252,2024-09-20,451.55,Basic Plan
CUST_02253,2024-04-05,122.49,Pro Plan
CUST_02255,2023-07-24,428.3,Pro Plan
CUST_02256,2024-11-26,346.99,Enterprise Plan
CUST_02258,2023-09-29,476.73,Pro Plan
CUST_02258,2023-12-21,257.4,Add-ons
CUST_02259,2024-11-24,171.9,Enterprise Plan
CUST_02260,2024-11-13,314.42,Pro Plan
CUST_02262,2023-05-07,55.78,Enterprise Plan
CUST_02262,2023-08-09,271.18,Enterprise Plan
CUST_02262,2023-09-28,286.73,Pro Plan
CUST_02263,2023-09-07,255.67,Enterprise Plan
CUST_02265,2023-01-25,498.11,Enterprise Plan
CUST_02267,2024-06-05,109.1,Basic Plan
CUST_02268,2024-09-02,437.05,Pro Plan
CUST_02269,2024-05-17,137.68,Pro Plan
CUST_02270,2023-05-01,93.0,Basic Plan
CUST_02271,2024-02-13,119.54,Pro Plan
CUST_02273,2023-05-19,232.11,Enterprise Plan
CUST_02274,2023-09-16,326.33,Pro Plan
CUST_02274,2023-11-01,134.34,Pro Plan
CUST_02275,2024-05-09,396.61,Pro Plan
CUST_02277,2024-12-23,142.32,Enterprise Plan
CUST_02278,2023-07-31,383.51,Pro Plan
CUST_02280,2024-09-14,323.01,Enterprise Plan
CUST_02281,2025-01-17,209.41,Basic Plan
CUST_02282,2024-05-12,299.43,Basic Plan
CUST_02284,2024-06-08,299.82,Basic Plan
CUST_02284,2024-09-08,186.89,Pro Plan
CUST_02286,2024-06-22,327.01,Pro Plan
CUST_02287,2023-09-09,162.43,Pro Plan
CUST_02287,2023-10-25,175.84,Enterprise Plan
CUST_02289,2023-06-09,417.62,Pro Plan
CUST_02289,2023-08-31,224.7,Add-ons
CUST_02290,2024-09-08,269.54,Pro Plan
CUST_02290,2024-11-12,30.65,Pro Plan
CUST_02293,2023-09-27,122.42,Basic Plan
CUST_02293,2024-01-02,160.15,Pro Plan
CUST_02293,2024-04-25,287.93,Add-ons
CUST_02293,2024-06-03,202.06,Enterprise Plan
CUST_02298,2024-04-08,145.39,Enterprise Plan
CUST_02298,2024-06-20,89.9,Add-ons
CUST_02298,2024-09-15,212.38,Enterprise Plan
CUST_02298,2024-10-23,133.6,Pro Plan
CUST_02298,2024-11-26,109.76,Basic Plan
CUST_02299,2024-01-10,468.08,Pro Plan
CUST_02300,2024-12-10,278.59,Basic Plan
CUST_02301,2023-04-05,413.48,Basic Plan
CUST_02301,2023-05-12,179.92,Enterprise Plan
CUST_02301,2023-07-28,42.31,Basic Plan
CUST_02302,2024-06-16,75.26,Enterprise Plan
CUST_02302,2024-09-23,71.81,Basic Plan
CUST_02302,2024-12-13,195.7,Add-ons
CUST_02305,2024-08-08,272.65,Pro Plan
CUST_02308,2024-04-15,393.56,Basic Plan
CUST_02310,2024-07-14,98.7,Enterprise Plan
CUST_02310,2024-11-11,30.07,Basic Plan
CUST_02314,2023-02-05,304.47,Pro Plan
CUST_02314,2023-04-24,275.51,Basic Plan
CUST_02316,2024-04-05,169.31,Enterprise Plan
CUST_02318,2023-10-19,108.31,Pro Plan
CUST_02320,2023-11-07,379.11,Enterprise Plan
CUST_02321,2023-05-19,53.46,Basic Plan
CUST_02322,2024-10-05,58.85,Enterprise Plan
CUST_02323,2024-07-12,339.45,Basic Plan
CUST_02323,2024-09-16,143.03,Add-ons
CUST_02324,2024-05-08,254.76,Basic Plan
CUST_02324,2024-08-10,93.43,Basic Plan
CUST_02325,2023-07-29,306.5,Pro Plan
CUST_02325,2023-09-14,198.69,Basic Plan
CUST_02326,2023-01-28,496.46,Enterprise Plan
CUST_02326,2023-03-03,93.75,Add-ons
CUST_02327,2024-07-15,492.0,Basic Plan
CUST_02327,2024-09-25,221.11,Add-ons
CUST_02328,2023-09-23,420.99,Basic Plan
CUST_02328,2023-12-26,150.0,Pro Plan
CUST_02328,2024-02-21,280.4,Enterprise Plan
CUST_02331,2024-04-28,362.59,Enterprise Plan
CUST_02331,2024-06-29,128.32,Basic Plan
CUST_02331,2024-08-21,155.66,Add-ons
CUST_02332,2023-10-19,343.46,Enterprise Plan
CUST_02334,2024-12-12,448.6,Enterprise Plan
CUST_02335,2023-11-12,235.95,Pro Plan
CUST_02336,2024-04-27,307.9,Pro Plan
CUST_02337,2024-11-15,123.22,Basic Plan
CUST_02339,2023-11-03,403.07,Basic Plan
CUST_02339,2023-12-19,86.74,Pro Plan
CUST_02340,2023-12-29,251.02,Pro Plan
CUST_02341,2023-08-26,357.72,Pro Plan
CUST_02342,2023-08-29,235.36,Basic Plan
CUST_02343,2024-06-26,257.36,Pro Plan
CUST_02344,2024-02-18,429.97,Basic Plan
CUST_02344,2024-04-24,211.78,Enterprise Plan
CUST_02346,2024-04-19,413.48,Enterprise Plan
CUST_02350,2023-10-07,311.04,Basic Plan
CUST_02351,2024-12-08,383.97,Enterprise Plan
CUST_02352,2023-03-12,398.68,Basic Plan
CUST_02352,2023-04-25,228.87,Enterprise Plan
CUST_02354,2024-02-06,401.78,Pro Plan
CUST_02355,2023-06-01,440.39,Enterprise Plan
CUST_02356,2023-02-06,422.57,Enterprise Plan
CUST_02356,2023-04-01,182.41,Basic Plan
CUST_02357,2023-05-06,373.21,Basic Plan
CUST_02358,2024-11-05,245.57,Pro Plan
CUST_02359,2023-07-29,186.28,Enterprise Plan
CUST_02362,2024-06-30,383.15,Enterprise Plan
CUST_02362,2024-10-05,68.81,Add-ons
CUST_02366,2024-03-09,260.31,Pro Plan
CUST_02366,2024-06-06,159.26,Add-ons
CUST_02366,2024-07-16,97.91,Add-ons
CUST_02367,2023-12-17,433.9,Basic Plan
CUST_02367,2024-02-28,275.89,Enterprise Plan
CUST_02369,2024-08-04,277.6,Pro Plan
CUST_02370,2023-07-06,134.67,Enterprise Plan
CUST_02371,2023-05-31,460.35,Enterprise Plan
CUST_02372,2023-03-15,176.08,Pro Plan
CUST_02372,2023-06-11,104.04,Pro Plan
CUST_02373,2024-05-02,282.4,Basic Plan
CUST_02374,2024-06-28,480.27,Basic Plan
CUST_02374,2024-09-18,151.24,Enterprise Plan
CUST_02376,2023-02-03,88.37,Enterprise Plan
CUST_02377,2023-05-13,325.27,Pro Plan
CUST_02378,2024-05-03,394.54,Enterprise Plan
CUST_02378,2024-07-21,174.76,Enterprise Plan
CUST_02378,2024-10-29,160.79,Add-ons
CUST_02379,2024-01-11,200.03,Basic Plan
CUST_02379,2024-02-22,196.35,Add-ons
CUST_02379,2024-04-24,294.44,Pro Plan
CUST_02381,2024-12-20,242.24,Basic Plan
CUST_02383,2023-04-06,98.53,Basic Plan
CUST_02383,2023-06-13,70.44,Enterprise Plan
CUST_02383,2023-07-25,59.23,Pro Plan
CUST_02383,2023-09-15,147.8,Enterprise Plan
CUST_02384,2024-07-01,271.45,Enterprise Plan
CUST_02384,2024-09-02,30.05,Add-ons
CUST_02386,2025-01-20,152.68,Pro Plan
CUST_02388,2023-04-22,487.78,Pro Plan
CUST_02388,2023-08-11,249.9,Basic Plan
CUST_02389,2023-09-28,316.02,Enterprise Plan
CUST_02390,2023-01-07,179.66,Enterprise Plan
CUST_02391,2024-08-12,495.3,Enterprise Plan
CUST_02391,2024-09-22,226.96,Enterprise Plan
CUST_02391,2024-12-26,107.65,Add-ons
CUST_02392,2024-09-19,181.99,Basic Plan
CUST_02394,2023-11-18,96.75,Basic Plan
CUST_02396,2023-04-29,215.7,Basic Plan
CUST_02397,2023-10-21,243.63,Enterprise Plan
CUST_02398,2024-03-08,304.54,Enterprise Plan
CUST_02398,2024-05-20,272.23,Enterprise Plan
CUST_02398,2024-06-24,218.68,Basic Plan
CUST_02399,2023-10-31,140.59,Basic Plan
CUST_02399,2024-02-17,43.04,Add-ons
CUST_02400,2023-03-04,301.52,Pro Plan
CUST_02401,2024-01-24,305.75,Basic Plan
CUST_02401,2024-03-24,259.03,Enterprise Plan
CUST_02401,2024-07-17,165.3,Pro Plan
CUST_02402,2023-06-03,192.38,Pro Plan
CUST_02403,2024-07-31,180.08,Basic Plan
CUST_02404,2023-12-11,314.59,Pro Plan
CUST_02405,2024-06-06,181.38,Enterprise Plan
CUST_02405,2024-09-05,32.97,Basic Plan
CUST_02407,2024-02-23,365.96,Pro Plan
CUST_02407,2024-06-22,192.85,Enterprise Plan
CUST_02408,2023-07-04,378.18,Basic Plan
CUST_02409,2023-04-12,286.57,Pro Plan
CUST_02409,2023-06-27,124.03,Pro Plan
CUST_02409,2023-08-18,197.82,Pro Plan
CUST_02410,2024-07-06,94.32,Pro Plan
CUST_02410,2024-09-26,167.94,Pro Plan
CUST_02411,2023-06-08,264.1,Enterprise Plan
CUST_02412,2024-06-04,73.2,Basic Plan
CUST_02412,2024-08-02,86.44,Add-ons
CUST_02413,2024-12-15,319.97,Pro Plan
CUST_02414,2023-12-06,278.39,Pro Plan
CUST_02414,2024-03-15,148.66,Basic Plan
CUST_02415,2023-05-28,52.03,Pro Plan
CUST_02416,2023-06-02,89.35,Pro Plan
CUST_02418,2023-02-28,214.91,Basic Plan
CUST_02418,2023-04-18,169.33,Pro Plan
CUST_02418,2023-06-14,58.46,Basic Plan
CUST_02422,2023-11-12,427.76,Pro Plan
CUST_02422,2024-02-15,126.28,Pro Plan
CUST_02422,2024-05-16,262.06,Add-ons
CUST_02423,2024-04-28,497.19,Enterprise Plan
CUST_02423,2024-08-05,38.59,Basic Plan
CUST_02425,2024-09-02,252.58,Pro Plan
CUST_02425,2024-11-10,130.47,Enterprise Plan
CUST_02427,2025-01-18,316.67,Basic Plan
CUST_02428,2024-07-06,194.26,Enterprise Plan
CUST_02428,2024-08-28,251.11,Pro Plan
CUST_02430,2024-10-04,202.11,Pro Plan
CUST_02430,2024-12-19,288.88,Add-ons
CUST_02431,2024-10-10,130.13,Pro Plan
CUST_02432,2023-07-13,102.46,Basic Plan
CUST_02432,2023-09-03,131.9,Pro Plan
CUST_02433,2024-10-24,300.91,Enterprise Plan
CUST_02434,2023-02-04,362.14,Pro Plan
CUST_02435,2024-08-09,331.15,Pro Plan
CUST_02436,2024-06-25,78.43,Enterprise Plan
CUST_02437,2023-11-12,388.17,Pro Plan
CUST_02439,2023-04-11,224.64,Basic Plan
CUST_02440,2024-10-26,199.42,Pro Plan
CUST_02441,2023-04-06,242.65,Enterprise Plan
CUST_02441,2023-07-21,288.74,Pro Plan
CUST_02441,2023-09-19,135.7,Add-ons
CUST_02441,2023-11-07,166.1,Add-ons
CUST_02443,2024-01-05,156.02,Basic Plan
CUST_02443,2024-04-29,206.69,Pro Plan
CUST_02444,2023-11-15,238.18,Pro Plan
CUST_02444,2024-01-14,106.72,Pro Plan
CUST_02444,2024-05-11,145.04,Enterprise Plan
CUST_02445,2025-01-06,260.07,Pro Plan
CUST_02447,2024-09-18,441.06,Enterprise Plan
CUST_02447,2024-12-13,72.74,Basic Plan
CUST_02449,2023-10-24,389.62,Pro Plan
CUST_02451,2023-05-01,149.61,Pro Plan
CUST_02451,2023-08-28,96.07,Basic Plan
CUST_02451,2023-10-31,173.51,Add-ons
CUST_02451,2024-02-09,280.17,Add-ons
CUST_02451,2024-03-14,45.66,Enterprise Plan
CUST_02452,2024-02-02,108.11,Pro Plan
CUST_02454,2023-04-11,51.17,Pro Plan
CUST_02455,2023-03-08,221.56,Pro Plan
CUST_02456,2023-06-16,258.08,Pro Plan
CUST_02457,2024-10-19,391.52,Basic Plan
CUST_02460,2023-01-23,499.95,Enterprise Plan
CUST_02460,2023-03-15,252.28,Pro Plan
CUST_02461,2024-03-15,497.35,Basic Plan
CUST_02462,2023-09-08,318.75,Basic Plan
CUST_02462,2023-11-26,141.01,Pro Plan
CUST_02463,2023-10-13,240.73,Pro Plan
CUST_02464,2024-08-31,146.73,Pro Plan
CUST_02464,2024-09-30,145.99,Pro Plan
CUST_02466,2024-08-11,82.4,Enterprise Plan
CUST_02467,2024-11-16,143.05,Basic Plan
CUST_02470,2024-08-12,233.2,Pro Plan
CUST_02472,2023-10-03,167.76,Basic Plan
CUST_02474,2024-05-02,464.3,Pro Plan
CUST_02475,2023-03-01,459.74,Enterprise Plan
CUST_02475,2023-05-09,112.31,Add-ons
CUST_02480,2024-05-20,157.73,Enterprise Plan
CUST_02480,2024-08-23,220.27,Add-ons
CUST_02480,2024-11-06,54.77,Enterprise Plan
CUST_02481,2024-08-20,68.21,Basic Plan
CUST_02484,2023-07-19,280.46,Pro Plan
CUST_02486,2024-01-02,294.97,Enterprise Plan
CUST_02486,2024-02-15,220.42,Pro Plan
CUST_02488,2024-08-19,232.62,Basic Plan
CUST_02490,2023-03-25,219.38,Pro Plan
CUST_02491,2023-04-05,53.19,Pro Plan
CUST_02491,2023-06-06,206.21,Pro Plan
CUST_02492,2023-06-13,81.01,Basic Plan
CUST_02492,2023-09-18,190.84,Add-ons
CUST_02493,2024-10-19,171.6,Enterprise Plan
CUST_02494,2024-07-04,334.49,Enterprise Plan
CUST_02495,2024-08-11,144.52,Pro Plan
CUST_02496,2024-11-01,96.22,Pro Plan
CUST_02498,2023-02-17,450.58,Pro Plan
CUST_02499,2023-03-07,230.66,Pro Plan
CUST_02499,2023-06-17,93.02,Basic Plan
CUST_02500,2024-07-23,162.1,Basic Plan
CUST_02501,2023-08-20,198.98,Enterprise Plan
CUST_02506,2024-02-22,337.3,Enterprise Plan
CUST_02506,2024-04-14,93.31,Add-ons
CUST_02506,2024-06-16,255.67,Enterprise Plan
CUST_02506,2024-08-18,213.69,Enterprise Plan
CUST_02508,2023-11-02,354.78,Enterprise Plan
CUST_02510,2023-05-06,131.19,Enterprise Plan
CUST_02511,2024-08-05,375.63,Basic Plan
CUST_02511,2024-09-17,178.24,Enterprise Plan
CUST_02513,2023-04-18,292.61,Basic Plan
CUST_02513,2023-06-05,139.19,Enterprise Plan
CUST_02513,2023-10-02,172.75,Add-ons
CUST_02513,2023-12-27,90.29,Pro Plan
CUST_02515,2023-10-29,300.68,Basic Plan
CUST_02515,2024-01-29,119.66,Add-ons
CUST_02515,2024-02-28,152.06,Enterprise Plan
CUST_02515,2024-05-12,267.46,Add-ons
CUST_02516,2023-08-31,322.39,Enterprise Plan
CUST_02517,2024-08-14,475.52,Pro Plan
CUST_02519,2023-08-10,464.74,Basic Plan
CUST_02519,2023-09-13,138.33,Enterprise Plan
CUST_02520,2024-02-17,108.74,Pro Plan
CUST_02522,2024-02-19,75.1,Pro Plan
CUST_02522,2024-06-05,253.17,Enterprise Plan
CUST_02522,2024-07-08,145.03,Basic Plan
CUST_02522,2024-08-19,41.44,Enterprise Plan
CUST_02522,2024-11-09,227.4,Basic Plan
CUST_02523,2024-09-26,224.75,Basic Plan
CUST_02524,2024-09-30,122.36,Enterprise Plan
CUST_02525,2024-03-21,358.58,Pro Plan
CUST_02526,2024-06-06,92.4,Basic Plan
CUST_02527,2023-07-23,384.71,Basic Plan
CUST_02528,2024-12-20,148.34,Pro Plan
CUST_02529,2023-07-13,391.22,Enterprise Plan
CUST_02529,2023-10-08,82.16,Basic Plan
CUST_02529,2024-01-16,175.32,Basic Plan
CUST_02530,2023-08-28,339.22,Basic Plan
CUST_02530,2023-12-03,60.83,Pro Plan
CUST_02530,2024-03-25,102.43,Basic Plan
CUST_02531,2023-08-24,338.61,Pro Plan
CUST_02532,2024-09-29,369.41,Pro Plan
CUST_02534,2025-01-20,75.41,Pro Plan
CUST_02536,2024-08-30,105.71,Pro Plan
CUST_02536,2024-12-15,240.55,Basic Plan
CUST_02537,2023-11-05,269.14,Enterprise Plan
CUST_02538,2024-01-05,454.7,Pro Plan
CUST_02539,2023-12-09,77.41,Enterprise Plan
CUST_02544,2024-05-23,158.0,Enterprise Plan
CUST_02546,2023-08-16,152.68,Basic Plan
CUST_02547,2024-06-10,297.4,Enterprise Plan
CUST_02548,2024-09-23,351.31,Pro Plan
CUST_02548,2024-12-14,114.04,Basic Plan
CUST_02549,2023-09-06,281.55,Pro Plan
CUST_02550,2024-08-12,364.65,Pro Plan
CUST_02550,2024-11-26,89.99,Enterprise Plan
CUST_02551,2023-04-22,385.12,Basic Plan
CUST_02554,2024-01-26,254.65,Basic Plan
CUST_02557,2023-06-25,414.26,Basic Plan
CUST_02557,2023-08-21,87.8,Add-ons
CUST_02559,2023-02-13,450.84,Enterprise Plan
CUST_02559,2023-06-04,210.53,Basic Plan
CUST_02559,2023-08-06,290.08,Enterprise Plan
CUST_02560,2023-07-18,224.03,Pro Plan
CUST_02561,2023-01-27,352.02,Pro Plan
CUST_02565,2023-12-10,445.67,Enterprise Plan
CUST_02565,2024-03-07,120.41,Basic Plan
CUST_02566,2023-03-04,366.04,Basic Plan
CUST_02567,2023-03-07,65.31,Enterprise Plan
CUST_02569,2023-09-17,354.13,Basic Plan
CUST_02570,2024-07-02,314.62,Basic Plan
CUST_02570,2024-10-26,83.16,Basic Plan
CUST_02571,2023-10-05,229.36,Basic Plan
CUST_02571,2023-12-05,85.85,Enterprise Plan
CUST_02571,2024-03-16,176.39,Basic Plan
CUST_02571,2024-05-15,150.91,Add-ons
CUST_02571,2024-08-09,287.38,Basic Plan
CUST_02571,2024-11-16,214.83,Add-ons
CUST_02572,2024-01-16,344.09,Pro Plan
CUST_02573,2024-01-14,102.15,Basic Plan
CUST_02573,2024-03-20,32.87,Add-ons
CUST_02574,2023-10-01,224.64,Enterprise Plan
CUST_02575,2023-11-10,475.1,Pro Plan
CUST_02575,2024-01-19,226.59,Enterprise Plan
CUST_02576,2024-01-08,263.69,Enterprise Plan
CUST_02577,2024-11-10,452.51,Pro Plan
CUST_02578,2023-01-21,242.88,Pro Plan
CUST_02581,2024-10-16,254.16,Enterprise Plan
CUST_02583,2023-05-11,124.26,Pro Plan
CUST_02585,2025-01-05,198.29,Pro Plan
CUST_02586,2024-04-26,52.82,Pro Plan
CUST_02586,2024-08-12,253.64,Enterprise Plan
CUST_02588,2024-11-28,331.02,Basic Plan
CUST_02589,2024-10-03,156.05,Basic Plan
CUST_02590,2023-02-01,188.92,Basic Plan
CUST_02591,2024-03-20,315.3,Enterprise Plan
CUST_02592,2023-10-12,446.31,Pro Plan
CUST_02592,2024-01-04,226.09,Enterprise Plan
CUST_02593,2025-01-07,268.98,Enterprise Plan
CUST_02594,2024-08-13,353.99,Pro Plan
CUST_02594,2024-10-08,280.26,Add-ons
CUST_02595,2023-07-04,297.68,Enterprise Plan
CUST_02595,2023-10-08,162.68,Basic Plan
CUST_02595,2024-01-22,279.87,Enterprise Plan
CUST_02596,2023-11-14,232.78,Pro Plan
CUST_02597,2024-06-01,319.44,Pro Plan
CUST_02599,2024-06-29,427.9,Basic Plan
CUST_02599,2024-08-15,268.27,Enterprise Plan
CUST_02599,2024-09-23,189.26,Pro Plan
CUST_02600,2024-06-03,445.15,Enterprise Plan
CUST_02600,2024-09-29,260.34,Add-ons
CUST_02600,2024-11-04,129.58,Add-ons
CUST_02601,2023-10-10,392.21,Basic Plan
CUST_02601,2023-11-10,211.81,Enterprise Plan
CUST_02602,2024-07-22,223.85,Basic Plan
CUST_02602,2024-08-21,139.29,Add-ons
CUST_02602,2024-12-14,73.02,Basic Plan
CUST_02603,2023-08-15,68.91,Basic Plan
CUST_02603,2023-11-03,200.82,Basic Plan
CUST_02603,2024-01-28,241.11,Pro Plan
CUST_02607,2024-01-25,495.45,Basic Plan
CUST_02608,2024-07-04,270.86,Basic Plan
CUST_02608,2024-08-14,172.15,Pro Plan
CUST_02608,2024-11-14,89.07,Basic Plan
CUST_02609,2024-07-23,298.33,Basic Plan
CUST_02609,2024-10-13,153.53,Enterprise Plan
CUST_02610,2023-03-16,287.23,Basic Plan
CUST_02612,2024-09-01,444.4,Pro Plan
CUST_02612,2024-12-19,246.0,Pro Plan
CUST_02614,2023-09-10,341.02,Basic Plan
CUST_02615,2023-07-13,259.65,Basic Plan
CUST_02616,2025-01-03,340.53,Basic Plan
CUST_02618,2024-02-04,191.68,Pro Plan
CUST_02619,2024-06-14,50.88,Pro Plan
CUST_02621,2024-12-29,198.8,Pro Plan
CUST_02622,2023-11-27,432.63,Pro Plan
CUST_02622,2024-02-09,53.41,Basic Plan
CUST_02622,2024-04-26,57.31,Enterprise Plan
CUST_02623,2024-10-30,357.7,Enterprise Plan
CUST_02623,2024-12-07,129.73,Basic Plan
CUST_02624,2024-04-17,384.3,Enterprise Plan
CUST_02625,2024-11-23,125.54,Basic Plan
CUST_02626,2024-09-27,345.47,Basic Plan
CUST_02627,2023-08-15,435.27,Pro Plan
CUST_02630,2024-05-04,247.44,Basic Plan
CUST_02631,2023-08-20,356.93,Pro Plan
CUST_02632,2024-02-02,267.51,Pro Plan
CUST_02632,2024-03-25,70.4,Basic Plan
