customer_id,touchpoint_date,channel,touchpoint_type,cost
CUST_01769,2024-06-06,Organic Search,content_view,0.0
CUST_01769,2024-05-14,Facebook Ads,email_open,1.8
CUST_01769,2024-04-03,Facebook Ads,ad_click,1.8
CUST_01769,2024-05-16,Organic Search,website_visit,0.0
CUST_01769,2024-05-08,Organic Search,content_view,0.0
CUST_01769,2024-04-05,Organic Search,website_visit,0.0
CUST_01769,2024-05-22,Organic Search,content_view,0.0
CUST_01770,2024-11-03,Google Ads,content_view,2.5
CUST_01770,2024-09-13,Facebook Ads,website_visit,1.8
CUST_01770,2024-10-18,Organic Search,ad_click,0.0
CUST_01771,2023-05-21,Google Ads,ad_click,2.5
CUST_01771,2023-06-05,LinkedIn Ads,website_visit,4.0
CUST_01771,2023-06-20,LinkedIn Ads,content_view,4.0
CUST_01771,2023-06-25,Content Marketing,email_open,0.3
CUST_01771,2023-07-06,Google Ads,email_open,2.5
CUST_01771,2023-06-29,Organic Search,content_view,0.0
CUST_01771,2023-06-24,LinkedIn Ads,email_open,4.0
CUST_01771,2023-06-15,Email Marketing,website_visit,0.1
CUST_01772,2023-11-10,Facebook Ads,website_visit,1.8
CUST_01772,2023-10-10,Google Ads,ad_click,2.5
CUST_01772,2023-11-11,Organic Search,content_view,0.0
CUST_01772,2023-11-26,Google Ads,website_visit,2.5
CUST_01772,2023-11-22,Google Ads,ad_click,2.5
CUST_01772,2023-11-07,LinkedIn Ads,ad_click,4.0
CUST_01772,2023-12-05,Facebook Ads,ad_click,1.8
CUST_01772,2023-10-22,LinkedIn Ads,content_view,4.0
CUST_01773,2024-02-22,Email Marketing,ad_click,0.1
CUST_01773,2024-02-29,Organic Search,content_view,0.0
CUST_01773,2024-04-04,Email Marketing,ad_click,0.1
CUST_01773,2024-01-19,Email Marketing,website_visit,0.1
CUST_01774,2023-09-12,Facebook Ads,website_visit,1.8
CUST_01774,2023-11-03,Organic Search,content_view,0.0
CUST_01774,2023-10-11,Organic Search,content_view,0.0
CUST_01775,2023-05-09,Google Ads,ad_click,2.5
CUST_01775,2023-05-16,Google Ads,content_view,2.5
CUST_01775,2023-06-08,LinkedIn Ads,website_visit,4.0
CUST_01775,2023-05-04,Content Marketing,website_visit,0.3
CUST_01775,2023-06-14,Facebook Ads,email_open,1.8
CUST_01775,2023-04-25,Email Marketing,content_view,0.1
CUST_01775,2023-06-14,Organic Search,ad_click,0.0
CUST_01775,2023-05-16,Organic Search,ad_click,0.0
CUST_01776,2023-11-11,Email Marketing,ad_click,0.1
CUST_01776,2023-10-26,LinkedIn Ads,ad_click,4.0
CUST_01776,2023-12-19,Google Ads,content_view,2.5
CUST_01777,2024-10-29,Facebook Ads,content_view,1.8
CUST_01777,2024-11-11,Google Ads,website_visit,2.5
CUST_01777,2024-10-29,Organic Search,content_view,0.0
CUST_01777,2024-10-26,LinkedIn Ads,ad_click,4.0
CUST_01777,2024-11-25,Email Marketing,ad_click,0.1
CUST_01778,2023-10-17,Google Ads,ad_click,2.5
CUST_01778,2023-09-01,Google Ads,website_visit,2.5
CUST_01778,2023-10-12,Email Marketing,website_visit,0.1
CUST_01778,2023-10-02,Email Marketing,email_open,0.1
CUST_01778,2023-10-01,Organic Search,email_open,0.0
CUST_01779,2024-02-07,Organic Search,content_view,0.0
CUST_01779,2024-04-06,Organic Search,website_visit,0.0
CUST_01779,2024-02-14,Google Ads,email_open,2.5
CUST_01779,2024-01-20,Google Ads,email_open,2.5
CUST_01780,2024-10-30,Facebook Ads,email_open,1.8
CUST_01780,2024-09-28,Content Marketing,content_view,0.3
CUST_01780,2024-09-16,LinkedIn Ads,email_open,4.0
CUST_01781,2023-02-02,Google Ads,ad_click,2.5
CUST_01781,2022-12-30,Content Marketing,website_visit,0.3
CUST_01781,2022-12-20,Organic Search,content_view,0.0
CUST_01781,2022-12-25,Organic Search,content_view,0.0
CUST_01781,2022-12-30,Organic Search,ad_click,0.0
CUST_01781,2022-12-14,Content Marketing,content_view,0.3
CUST_01782,2023-05-26,Email Marketing,content_view,0.1
CUST_01782,2023-07-24,Content Marketing,ad_click,0.3
CUST_01782,2023-07-29,Email Marketing,website_visit,0.1
CUST_01782,2023-07-16,Email Marketing,ad_click,0.1
CUST_01782,2023-05-24,Content Marketing,email_open,0.3
CUST_01782,2023-07-02,Facebook Ads,ad_click,1.8
CUST_01782,2023-06-30,Organic Search,email_open,0.0
CUST_01782,2023-06-16,Organic Search,email_open,0.0
CUST_01783,2023-04-07,Organic Search,content_view,0.0
CUST_01783,2023-02-07,Google Ads,ad_click,2.5
CUST_01783,2023-04-03,Email Marketing,website_visit,0.1
CUST_01783,2023-02-04,Facebook Ads,email_open,1.8
CUST_01783,2023-03-04,Facebook Ads,content_view,1.8
CUST_01784,2023-04-08,Google Ads,website_visit,2.5
CUST_01784,2023-04-23,Organic Search,content_view,0.0
CUST_01784,2023-04-27,Organic Search,email_open,0.0
CUST_01784,2023-03-13,Content Marketing,content_view,0.3
CUST_01784,2023-05-14,Facebook Ads,email_open,1.8
CUST_01784,2023-05-21,Google Ads,ad_click,2.5
CUST_01785,2023-08-20,Facebook Ads,email_open,1.8
CUST_01785,2023-07-11,Content Marketing,ad_click,0.3
CUST_01785,2023-07-17,Google Ads,ad_click,2.5
CUST_01786,2024-01-17,Facebook Ads,website_visit,1.8
CUST_01786,2023-12-25,Google Ads,content_view,2.5
CUST_01786,2023-12-01,Content Marketing,ad_click,0.3
CUST_01787,2022-12-18,Google Ads,website_visit,2.5
CUST_01787,2023-01-04,Organic Search,ad_click,0.0
CUST_01787,2022-11-23,Facebook Ads,content_view,1.8
CUST_01787,2022-12-10,Facebook Ads,ad_click,1.8
CUST_01787,2022-12-28,Organic Search,website_visit,0.0
CUST_01787,2022-11-04,Facebook Ads,email_open,1.8
CUST_01787,2022-10-25,Organic Search,website_visit,0.0
CUST_01788,2024-04-13,Organic Search,content_view,0.0
CUST_01788,2024-06-23,Organic Search,website_visit,0.0
CUST_01788,2024-06-17,Organic Search,email_open,0.0
CUST_01789,2024-04-26,Content Marketing,content_view,0.3
CUST_01789,2024-04-23,Facebook Ads,ad_click,1.8
CUST_01789,2024-04-02,Facebook Ads,email_open,1.8
CUST_01789,2024-05-02,Facebook Ads,website_visit,1.8
CUST_01789,2024-06-09,Content Marketing,website_visit,0.3
CUST_01789,2024-03-27,Email Marketing,content_view,0.1
CUST_01790,2024-10-29,Organic Search,website_visit,0.0
CUST_01790,2024-10-08,Email Marketing,email_open,0.1
CUST_01790,2024-11-09,Facebook Ads,ad_click,1.8
CUST_01790,2024-10-05,Content Marketing,content_view,0.3
CUST_01790,2024-10-08,LinkedIn Ads,ad_click,4.0
CUST_01790,2024-11-07,Facebook Ads,email_open,1.8
CUST_01790,2024-09-29,LinkedIn Ads,email_open,4.0
CUST_01790,2024-11-11,Google Ads,ad_click,2.5
CUST_01791,2024-02-11,Google Ads,ad_click,2.5
CUST_01791,2023-12-19,Facebook Ads,website_visit,1.8
CUST_01791,2023-12-12,LinkedIn Ads,email_open,4.0
CUST_01791,2024-01-16,Organic Search,email_open,0.0
CUST_01791,2024-02-17,Email Marketing,ad_click,0.1
CUST_01791,2023-12-07,Google Ads,email_open,2.5
CUST_01792,2023-03-09,LinkedIn Ads,website_visit,4.0
CUST_01792,2023-03-06,Google Ads,email_open,2.5
CUST_01792,2023-02-22,Organic Search,ad_click,0.0
CUST_01792,2023-04-07,Email Marketing,content_view,0.1
CUST_01792,2023-03-17,Google Ads,ad_click,2.5
CUST_01792,2023-04-20,Organic Search,content_view,0.0
CUST_01793,2023-01-06,Facebook Ads,email_open,1.8
CUST_01793,2023-01-20,LinkedIn Ads,content_view,4.0
CUST_01793,2023-02-11,Facebook Ads,ad_click,1.8
CUST_01794,2024-05-17,Google Ads,website_visit,2.5
CUST_01794,2024-04-08,Email Marketing,ad_click,0.1
CUST_01794,2024-06-01,Content Marketing,content_view,0.3
CUST_01794,2024-03-19,Organic Search,ad_click,0.0
CUST_01794,2024-05-06,LinkedIn Ads,ad_click,4.0
CUST_01794,2024-05-06,Facebook Ads,email_open,1.8
CUST_01794,2024-04-15,Organic Search,email_open,0.0
CUST_01794,2024-04-11,Google Ads,ad_click,2.5
CUST_01795,2024-11-08,Organic Search,email_open,0.0
CUST_01795,2024-09-24,Email Marketing,website_visit,0.1
CUST_01795,2024-09-21,Google Ads,ad_click,2.5
CUST_01795,2024-11-06,Email Marketing,website_visit,0.1
CUST_01796,2023-06-24,Content Marketing,content_view,0.3
CUST_01796,2023-06-22,Email Marketing,website_visit,0.1
CUST_01796,2023-05-20,Facebook Ads,website_visit,1.8
CUST_01796,2023-05-05,Email Marketing,content_view,0.1
CUST_01796,2023-06-12,Google Ads,email_open,2.5
CUST_01796,2023-06-11,Google Ads,website_visit,2.5
CUST_01797,2023-05-13,Organic Search,website_visit,0.0
CUST_01797,2023-05-08,LinkedIn Ads,email_open,4.0
CUST_01797,2023-04-17,Google Ads,ad_click,2.5
CUST_01798,2023-11-10,Google Ads,email_open,2.5
CUST_01798,2023-12-14,Content Marketing,website_visit,0.3
CUST_01798,2023-12-05,Content Marketing,email_open,0.3
CUST_01798,2023-09-26,Content Marketing,content_view,0.3
CUST_01798,2023-11-20,Organic Search,email_open,0.0
CUST_01799,2024-08-27,LinkedIn Ads,content_view,4.0
CUST_01799,2024-08-10,Google Ads,website_visit,2.5
CUST_01799,2024-09-07,Email Marketing,email_open,0.1
CUST_01799,2024-10-05,Google Ads,website_visit,2.5
CUST_01799,2024-09-05,Organic Search,content_view,0.0
CUST_01799,2024-08-16,Email Marketing,content_view,0.1
CUST_01799,2024-09-02,LinkedIn Ads,content_view,4.0
CUST_01800,2023-06-21,Google Ads,email_open,2.5
CUST_01800,2023-08-11,Content Marketing,website_visit,0.3
CUST_01800,2023-06-28,Organic Search,email_open,0.0
CUST_01800,2023-09-01,Email Marketing,ad_click,0.1
CUST_01800,2023-08-10,Content Marketing,ad_click,0.3
CUST_01800,2023-06-29,Email Marketing,ad_click,0.1
CUST_01800,2023-08-23,Facebook Ads,content_view,1.8
CUST_01800,2023-06-21,Google Ads,content_view,2.5
CUST_01801,2023-03-02,Organic Search,content_view,0.0
CUST_01801,2023-03-25,Content Marketing,content_view,0.3
CUST_01801,2023-02-17,Email Marketing,email_open,0.1
CUST_01801,2023-03-08,Organic Search,website_visit,0.0
CUST_01801,2023-02-09,Google Ads,ad_click,2.5
CUST_01801,2023-03-09,Organic Search,email_open,0.0
CUST_01801,2023-03-21,Google Ads,website_visit,2.5
CUST_01801,2023-04-22,Organic Search,content_view,0.0
CUST_01802,2023-11-04,Email Marketing,ad_click,0.1
CUST_01802,2023-12-07,Facebook Ads,ad_click,1.8
CUST_01802,2023-10-02,Facebook Ads,website_visit,1.8
CUST_01802,2023-10-02,Google Ads,website_visit,2.5
CUST_01802,2023-12-16,Google Ads,website_visit,2.5
CUST_01803,2024-05-29,Organic Search,email_open,0.0
CUST_01803,2024-07-02,Email Marketing,content_view,0.1
CUST_01803,2024-06-16,Google Ads,ad_click,2.5
CUST_01803,2024-07-28,Organic Search,website_visit,0.0
CUST_01803,2024-05-31,Organic Search,content_view,0.0
CUST_01803,2024-08-03,Organic Search,content_view,0.0
CUST_01803,2024-08-03,Organic Search,content_view,0.0
CUST_01804,2024-02-23,Organic Search,email_open,0.0
CUST_01804,2024-01-19,LinkedIn Ads,email_open,4.0
CUST_01804,2024-04-03,Facebook Ads,content_view,1.8
CUST_01805,2024-03-31,Google Ads,content_view,2.5
CUST_01805,2024-05-06,LinkedIn Ads,website_visit,4.0
CUST_01805,2024-05-09,Email Marketing,ad_click,0.1
CUST_01805,2024-02-21,Facebook Ads,content_view,1.8
CUST_01805,2024-04-25,Google Ads,website_visit,2.5
CUST_01805,2024-05-05,Email Marketing,email_open,0.1
CUST_01805,2024-04-29,Google Ads,ad_click,2.5
CUST_01805,2024-04-01,Content Marketing,ad_click,0.3
CUST_01806,2023-01-09,Google Ads,content_view,2.5
CUST_01806,2023-01-11,Content Marketing,website_visit,0.3
CUST_01806,2022-12-21,Google Ads,email_open,2.5
CUST_01807,2024-09-13,Facebook Ads,email_open,1.8
CUST_01807,2024-09-19,Organic Search,ad_click,0.0
CUST_01807,2024-11-24,Organic Search,email_open,0.0
CUST_01807,2024-11-05,Facebook Ads,website_visit,1.8
CUST_01808,2023-08-27,Organic Search,email_open,0.0
CUST_01808,2023-08-20,Organic Search,website_visit,0.0
CUST_01808,2023-10-04,LinkedIn Ads,content_view,4.0
CUST_01808,2023-08-24,Email Marketing,content_view,0.1
CUST_01808,2023-09-19,Facebook Ads,content_view,1.8
CUST_01808,2023-08-14,LinkedIn Ads,website_visit,4.0
CUST_01809,2023-01-01,Email Marketing,content_view,0.1
CUST_01809,2023-03-23,Facebook Ads,ad_click,1.8
CUST_01809,2023-03-18,Facebook Ads,ad_click,1.8
CUST_01809,2023-03-08,Facebook Ads,ad_click,1.8
CUST_01810,2023-06-08,LinkedIn Ads,email_open,4.0
CUST_01810,2023-05-14,Organic Search,ad_click,0.0
CUST_01810,2023-05-06,Google Ads,email_open,2.5
CUST_01810,2023-04-23,LinkedIn Ads,ad_click,4.0
CUST_01810,2023-05-02,Facebook Ads,email_open,1.8
CUST_01810,2023-05-27,LinkedIn Ads,ad_click,4.0
CUST_01810,2023-06-28,Google Ads,email_open,2.5
CUST_01810,2023-05-30,Email Marketing,ad_click,0.1
CUST_01811,2024-08-05,LinkedIn Ads,email_open,4.0
CUST_01811,2024-06-21,LinkedIn Ads,content_view,4.0
CUST_01811,2024-07-13,Email Marketing,website_visit,0.1
CUST_01811,2024-07-07,Email Marketing,content_view,0.1
CUST_01811,2024-05-29,Facebook Ads,email_open,1.8
CUST_01811,2024-07-07,Organic Search,content_view,0.0
CUST_01811,2024-07-12,Google Ads,website_visit,2.5
CUST_01811,2024-07-11,Content Marketing,email_open,0.3
CUST_01812,2024-11-15,Organic Search,ad_click,0.0
CUST_01812,2024-10-20,Google Ads,content_view,2.5
CUST_01812,2024-12-17,Google Ads,content_view,2.5
CUST_01812,2024-10-07,Google Ads,email_open,2.5
CUST_01812,2024-12-03,Organic Search,content_view,0.0
CUST_01812,2024-11-02,Organic Search,website_visit,0.0
CUST_01812,2024-12-24,Email Marketing,content_view,0.1
CUST_01812,2024-11-05,Email Marketing,email_open,0.1
CUST_01813,2024-11-15,Google Ads,email_open,2.5
CUST_01813,2024-11-08,LinkedIn Ads,email_open,4.0
CUST_01813,2024-10-25,Facebook Ads,email_open,1.8
CUST_01813,2024-10-19,Organic Search,ad_click,0.0
CUST_01813,2024-09-10,LinkedIn Ads,ad_click,4.0
CUST_01814,2024-02-16,Facebook Ads,ad_click,1.8
CUST_01814,2024-04-12,Email Marketing,website_visit,0.1
CUST_01814,2024-02-29,Facebook Ads,content_view,1.8
CUST_01815,2023-07-14,Organic Search,website_visit,0.0
CUST_01815,2023-06-24,Facebook Ads,content_view,1.8
CUST_01815,2023-06-28,Content Marketing,ad_click,0.3
CUST_01816,2024-09-05,Facebook Ads,website_visit,1.8
CUST_01816,2024-08-18,Content Marketing,ad_click,0.3
CUST_01816,2024-07-23,Organic Search,website_visit,0.0
CUST_01816,2024-07-30,Facebook Ads,email_open,1.8
CUST_01816,2024-09-08,LinkedIn Ads,website_visit,4.0
CUST_01817,2022-12-09,LinkedIn Ads,website_visit,4.0
CUST_01817,2023-02-24,Content Marketing,website_visit,0.3
CUST_01817,2022-12-24,Google Ads,content_view,2.5
CUST_01817,2023-02-07,Email Marketing,ad_click,0.1
CUST_01818,2023-06-19,Google Ads,ad_click,2.5
CUST_01818,2023-05-29,Organic Search,ad_click,0.0
CUST_01818,2023-05-19,LinkedIn Ads,ad_click,4.0
CUST_01818,2023-06-08,Facebook Ads,content_view,1.8
CUST_01819,2023-01-24,Facebook Ads,website_visit,1.8
CUST_01819,2023-01-10,Google Ads,email_open,2.5
CUST_01819,2022-11-13,Organic Search,content_view,0.0
CUST_01819,2022-12-30,Organic Search,content_view,0.0
CUST_01819,2023-01-19,Content Marketing,content_view,0.3
CUST_01819,2023-01-22,Google Ads,website_visit,2.5
CUST_01819,2022-11-30,Google Ads,email_open,2.5
CUST_01819,2022-12-20,Organic Search,email_open,0.0
CUST_01820,2023-05-11,Facebook Ads,email_open,1.8
CUST_01820,2023-04-13,Content Marketing,website_visit,0.3
CUST_01820,2023-04-27,LinkedIn Ads,website_visit,4.0
CUST_01820,2023-03-15,Google Ads,email_open,2.5
CUST_01820,2023-04-11,Facebook Ads,website_visit,1.8
CUST_01821,2023-01-01,Facebook Ads,ad_click,1.8
CUST_01821,2023-03-01,Google Ads,ad_click,2.5
CUST_01821,2022-12-28,Organic Search,content_view,0.0
CUST_01821,2022-12-10,Organic Search,ad_click,0.0
CUST_01821,2023-02-09,Content Marketing,email_open,0.3
CUST_01821,2023-02-25,Google Ads,website_visit,2.5
CUST_01821,2023-01-12,Google Ads,ad_click,2.5
CUST_01821,2023-02-05,Facebook Ads,ad_click,1.8
CUST_01822,2023-10-30,Organic Search,content_view,0.0
CUST_01822,2023-10-20,Google Ads,email_open,2.5
CUST_01822,2023-10-05,Google Ads,ad_click,2.5
CUST_01822,2023-08-17,Google Ads,content_view,2.5
CUST_01822,2023-10-03,Organic Search,website_visit,0.0
CUST_01822,2023-09-30,Google Ads,content_view,2.5
CUST_01823,2024-04-14,Content Marketing,content_view,0.3
CUST_01823,2024-03-24,Email Marketing,website_visit,0.1
CUST_01823,2024-04-16,Facebook Ads,ad_click,1.8
CUST_01823,2024-02-27,Content Marketing,ad_click,0.3
CUST_01823,2024-03-07,Organic Search,content_view,0.0
CUST_01823,2024-03-21,LinkedIn Ads,website_visit,4.0
CUST_01823,2024-05-02,Organic Search,content_view,0.0
CUST_01823,2024-04-08,Facebook Ads,content_view,1.8
CUST_01824,2024-02-13,Google Ads,email_open,2.5
CUST_01824,2024-01-25,Organic Search,content_view,0.0
CUST_01824,2024-02-18,LinkedIn Ads,ad_click,4.0
CUST_01824,2024-03-21,Organic Search,email_open,0.0
CUST_01824,2024-02-26,Google Ads,ad_click,2.5
CUST_01825,2023-07-12,Google Ads,email_open,2.5
CUST_01825,2023-09-18,Email Marketing,website_visit,0.1
CUST_01825,2023-07-06,Facebook Ads,website_visit,1.8
CUST_01825,2023-09-19,Google Ads,email_open,2.5
CUST_01826,2023-11-02,Facebook Ads,ad_click,1.8
CUST_01826,2023-11-22,Organic Search,website_visit,0.0
CUST_01826,2023-12-18,Organic Search,content_view,0.0
CUST_01826,2023-10-27,Facebook Ads,email_open,1.8
CUST_01826,2023-10-01,LinkedIn Ads,email_open,4.0
CUST_01826,2023-10-16,Facebook Ads,ad_click,1.8
CUST_01827,2024-03-10,Google Ads,email_open,2.5
CUST_01827,2024-02-05,Google Ads,ad_click,2.5
CUST_01827,2024-03-24,Content Marketing,content_view,0.3
CUST_01827,2024-02-01,Organic Search,content_view,0.0
CUST_01828,2024-06-02,Email Marketing,ad_click,0.1
CUST_01828,2024-04-13,Google Ads,email_open,2.5
CUST_01828,2024-04-19,Organic Search,email_open,0.0
CUST_01828,2024-06-10,Google Ads,website_visit,2.5
CUST_01828,2024-05-01,LinkedIn Ads,email_open,4.0
CUST_01828,2024-06-16,Facebook Ads,ad_click,1.8
CUST_01829,2023-06-18,Email Marketing,content_view,0.1
CUST_01829,2023-05-09,Facebook Ads,content_view,1.8
CUST_01829,2023-06-01,Organic Search,email_open,0.0
CUST_01829,2023-06-05,Google Ads,email_open,2.5
CUST_01829,2023-07-05,Google Ads,email_open,2.5
CUST_01829,2023-07-08,Organic Search,email_open,0.0
CUST_01830,2023-07-20,Facebook Ads,ad_click,1.8
CUST_01830,2023-07-31,Google Ads,email_open,2.5
CUST_01830,2023-08-01,Facebook Ads,ad_click,1.8
CUST_01830,2023-07-27,Facebook Ads,website_visit,1.8
CUST_01831,2024-01-25,Content Marketing,content_view,0.3
CUST_01831,2024-01-22,Google Ads,content_view,2.5
CUST_01831,2024-02-07,Content Marketing,content_view,0.3
CUST_01831,2024-03-19,Organic Search,ad_click,0.0
CUST_01831,2024-03-29,Google Ads,email_open,2.5
CUST_01832,2022-12-10,Organic Search,ad_click,0.0
CUST_01832,2022-12-09,Facebook Ads,ad_click,1.8
CUST_01832,2022-11-12,Google Ads,content_view,2.5
CUST_01832,2022-10-30,Email Marketing,ad_click,0.1
CUST_01832,2022-12-07,Organic Search,ad_click,0.0
CUST_01832,2022-12-05,Organic Search,ad_click,0.0
CUST_01832,2022-11-27,Content Marketing,content_view,0.3
CUST_01833,2022-10-21,Organic Search,ad_click,0.0
CUST_01833,2022-10-25,Organic Search,content_view,0.0
CUST_01833,2022-11-11,Google Ads,website_visit,2.5
CUST_01834,2023-11-24,Organic Search,website_visit,0.0
CUST_01834,2023-12-14,Organic Search,ad_click,0.0
CUST_01834,2023-12-27,Content Marketing,ad_click,0.3
CUST_01834,2023-12-18,Google Ads,ad_click,2.5
CUST_01835,2024-09-26,Facebook Ads,email_open,1.8
CUST_01835,2024-10-17,Email Marketing,ad_click,0.1
CUST_01835,2024-10-09,Facebook Ads,website_visit,1.8
CUST_01835,2024-09-20,Facebook Ads,website_visit,1.8
CUST_01835,2024-10-01,Organic Search,email_open,0.0
CUST_01836,2023-03-22,Email Marketing,content_view,0.1
CUST_01836,2023-05-25,Facebook Ads,email_open,1.8
CUST_01836,2023-05-08,Content Marketing,content_view,0.3
CUST_01836,2023-03-15,LinkedIn Ads,website_visit,4.0
CUST_01837,2023-01-27,Facebook Ads,content_view,1.8
CUST_01837,2023-01-05,Organic Search,content_view,0.0
CUST_01837,2022-12-05,LinkedIn Ads,email_open,4.0
CUST_01837,2022-12-23,Organic Search,content_view,0.0
CUST_01837,2023-01-08,Organic Search,email_open,0.0
CUST_01837,2023-01-22,Facebook Ads,ad_click,1.8
CUST_01837,2023-01-25,LinkedIn Ads,ad_click,4.0
CUST_01838,2023-11-12,Content Marketing,email_open,0.3
CUST_01838,2024-01-05,Email Marketing,content_view,0.1
CUST_01838,2023-12-20,LinkedIn Ads,content_view,4.0
CUST_01838,2024-01-05,Facebook Ads,ad_click,1.8
CUST_01838,2023-10-27,Organic Search,email_open,0.0
CUST_01838,2023-10-31,Google Ads,content_view,2.5
CUST_01838,2023-12-06,Google Ads,content_view,2.5
CUST_01838,2023-12-02,Facebook Ads,website_visit,1.8
CUST_01839,2023-06-25,Email Marketing,content_view,0.1
CUST_01839,2023-06-11,Facebook Ads,content_view,1.8
CUST_01839,2023-04-13,Organic Search,ad_click,0.0
CUST_01839,2023-05-18,Email Marketing,content_view,0.1
CUST_01839,2023-07-04,Facebook Ads,email_open,1.8
CUST_01839,2023-04-10,LinkedIn Ads,website_visit,4.0
CUST_01840,2024-10-06,Email Marketing,ad_click,0.1
CUST_01840,2024-07-29,Google Ads,ad_click,2.5
CUST_01840,2024-08-24,Google Ads,content_view,2.5
CUST_01840,2024-07-31,LinkedIn Ads,ad_click,4.0
CUST_01840,2024-08-28,Email Marketing,website_visit,0.1
CUST_01840,2024-09-25,Organic Search,content_view,0.0
CUST_01840,2024-10-15,Content Marketing,website_visit,0.3
CUST_01840,2024-09-02,Google Ads,email_open,2.5
CUST_01841,2024-06-21,LinkedIn Ads,content_view,4.0
CUST_01841,2024-06-26,Organic Search,ad_click,0.0
CUST_01841,2024-04-19,Content Marketing,content_view,0.3
CUST_01842,2024-01-22,Email Marketing,email_open,0.1
CUST_01842,2023-12-09,Google Ads,ad_click,2.5
CUST_01842,2023-12-22,LinkedIn Ads,ad_click,4.0
CUST_01842,2023-12-12,Facebook Ads,ad_click,1.8
CUST_01842,2023-11-28,Organic Search,ad_click,0.0
CUST_01842,2024-01-09,Organic Search,email_open,0.0
CUST_01842,2024-01-20,Facebook Ads,email_open,1.8
CUST_01843,2023-05-12,Google Ads,ad_click,2.5
CUST_01843,2023-07-05,Facebook Ads,email_open,1.8
CUST_01843,2023-06-29,Organic Search,website_visit,0.0
CUST_01843,2023-04-20,LinkedIn Ads,ad_click,4.0
CUST_01843,2023-06-30,Email Marketing,ad_click,0.1
CUST_01844,2023-07-26,Facebook Ads,website_visit,1.8
CUST_01844,2023-06-26,Organic Search,ad_click,0.0
CUST_01844,2023-07-24,Google Ads,content_view,2.5
CUST_01844,2023-06-30,Email Marketing,website_visit,0.1
CUST_01845,2024-05-04,Organic Search,email_open,0.0
CUST_01845,2024-02-21,Email Marketing,email_open,0.1
CUST_01845,2024-03-05,Email Marketing,email_open,0.1
CUST_01845,2024-03-24,Facebook Ads,email_open,1.8
CUST_01845,2024-04-01,Google Ads,email_open,2.5
CUST_01846,2024-04-24,Organic Search,email_open,0.0
CUST_01846,2024-04-28,Organic Search,ad_click,0.0
CUST_01846,2024-06-04,Email Marketing,email_open,0.1
CUST_01847,2024-01-30,Email Marketing,content_view,0.1
CUST_01847,2024-03-16,LinkedIn Ads,content_view,4.0
CUST_01847,2024-02-15,Google Ads,website_visit,2.5
CUST_01847,2024-02-20,Email Marketing,ad_click,0.1
CUST_01847,2024-02-27,Google Ads,email_open,2.5
CUST_01847,2024-01-25,Facebook Ads,content_view,1.8
CUST_01848,2023-05-19,Email Marketing,website_visit,0.1
CUST_01848,2023-05-09,LinkedIn Ads,ad_click,4.0
CUST_01848,2023-05-08,Email Marketing,content_view,0.1
CUST_01848,2023-06-28,Google Ads,content_view,2.5
CUST_01848,2023-06-07,Facebook Ads,website_visit,1.8
CUST_01848,2023-05-17,Google Ads,ad_click,2.5
CUST_01848,2023-05-10,Google Ads,ad_click,2.5
CUST_01849,2024-09-21,LinkedIn Ads,ad_click,4.0
CUST_01849,2024-08-15,Google Ads,content_view,2.5
CUST_01849,2024-09-12,Organic Search,content_view,0.0
CUST_01849,2024-10-02,Email Marketing,content_view,0.1
CUST_01850,2023-01-29,Google Ads,email_open,2.5
CUST_01850,2023-01-31,Google Ads,ad_click,2.5
CUST_01850,2023-03-18,Organic Search,ad_click,0.0
CUST_01851,2023-07-14,Organic Search,website_visit,0.0
CUST_01851,2023-09-08,Facebook Ads,content_view,1.8
CUST_01851,2023-07-16,Facebook Ads,website_visit,1.8
CUST_01851,2023-09-12,Content Marketing,website_visit,0.3
CUST_01852,2022-11-21,Organic Search,content_view,0.0
CUST_01852,2023-01-02,Organic Search,email_open,0.0
CUST_01852,2022-11-16,Organic Search,email_open,0.0
CUST_01852,2022-11-19,Google Ads,content_view,2.5
CUST_01852,2022-11-30,Facebook Ads,website_visit,1.8
CUST_01853,2023-01-11,LinkedIn Ads,email_open,4.0
CUST_01853,2023-01-30,LinkedIn Ads,ad_click,4.0
CUST_01853,2022-12-22,Google Ads,ad_click,2.5
CUST_01854,2023-05-23,Email Marketing,ad_click,0.1
CUST_01854,2023-05-29,Email Marketing,content_view,0.1
CUST_01854,2023-04-20,Organic Search,ad_click,0.0
CUST_01854,2023-05-25,Google Ads,content_view,2.5
CUST_01854,2023-04-22,Organic Search,content_view,0.0
CUST_01854,2023-04-19,Google Ads,content_view,2.5
CUST_01854,2023-06-30,Email Marketing,content_view,0.1
CUST_01855,2024-10-12,Facebook Ads,email_open,1.8
CUST_01855,2024-11-05,Facebook Ads,ad_click,1.8
CUST_01855,2024-10-29,Facebook Ads,website_visit,1.8
CUST_01855,2024-08-28,Email Marketing,ad_click,0.1
CUST_01856,2024-10-26,Google Ads,content_view,2.5
CUST_01856,2024-10-10,Google Ads,content_view,2.5
CUST_01856,2024-12-18,Email Marketing,email_open,0.1
CUST_01856,2024-12-26,Google Ads,email_open,2.5
CUST_01856,2024-11-03,LinkedIn Ads,content_view,4.0
CUST_01856,2024-11-20,Email Marketing,ad_click,0.1
CUST_01856,2024-12-15,Facebook Ads,email_open,1.8
CUST_01856,2024-11-03,Google Ads,content_view,2.5
